Território;Nome do território;Sexo;Ano;Meio de agressão;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
RS;Rio Grande do Sul;Mulheres;2005;Arma branca ou objeto contundente;68;1.25;1.24
RS;Rio Grande do Sul;Mulheres;2005;Estrangulamento;16;0.29;0.29
RS;Rio Grande do Sul;Mulheres;2005;Força corporal;0;0;0
RS;Rio Grande do Sul;Mulheres;2005;Demais meios especificados;5;0.09;0.09
RS;Rio Grande do Sul;Mulheres;2005;Meios não especificados;6;0.11;0.11
RS;Rio Grande do Sul;Mulheres;2006;Arma de fogo;83;1.51;1.49
RS;Rio Grande do Sul;Mulheres;2006;Arma branca ou objeto contundente;48;0.88;0.87
RS;Rio Grande do Sul;Mulheres;2006;Estrangulamento;16;0.29;0.3
RS;Rio Grande do Sul;Mulheres;2006;Força corporal;1;0.02;0.02
RS;Rio Grande do Sul;Mulheres;2006;Demais meios especificados;6;0.11;0.12
RS;Rio Grande do Sul;Mulheres;2006;Meios não especificados;8;0.15;0.13
RS;Rio Grande do Sul;Mulheres;2007;Arma de fogo;100;1.81;1.79
RS;Rio Grande do Sul;Mulheres;2007;Arma branca ou objeto contundente;62;1.12;1.13
RS;Rio Grande do Sul;Mulheres;2007;Estrangulamento;14;0.25;0.26
RS;Rio Grande do Sul;Mulheres;2007;Força corporal;0;0;0
RS;Rio Grande do Sul;Mulheres;2007;Demais meios especificados;8;0.15;0.15
RS;Rio Grande do Sul;Mulheres;2007;Meios não especificados;9;0.16;0.17
RS;Rio Grande do Sul;Mulheres;2008;Arma de fogo;118;2.13;2.11
RS;Rio Grande do Sul;Mulheres;2008;Arma branca ou objeto contundente;59;1.06;1.08
RS;Rio Grande do Sul;Mulheres;2008;Estrangulamento;19;0.34;0.34
RS;Rio Grande do Sul;Mulheres;2008;Força corporal;4;0.07;0.07
RS;Rio Grande do Sul;Mulheres;2008;Demais meios especificados;8;0.14;0.13
RS;Rio Grande do Sul;Mulheres;2008;Meios não especificados;11;0.2;0.19
RS;Rio Grande do Sul;Mulheres;2009;Arma de fogo;126;2.26;2.22
RS;Rio Grande do Sul;Mulheres;2009;Arma branca ou objeto contundente;67;1.2;1.21
RS;Rio Grande do Sul;Mulheres;2009;Estrangulamento;12;0.22;0.21
RS;Rio Grande do Sul;Mulheres;2009;Força corporal;2;0.04;0.04
RS;Rio Grande do Sul;Mulheres;2009;Demais meios especificados;5;0.09;0.09
RS;Rio Grande do Sul;Mulheres;2009;Meios não especificados;13;0.23;0.23
RS;Rio Grande do Sul;Mulheres;2010;Arma de fogo;119;2.13;2.09
RS;Rio Grande do Sul;Mulheres;2010;Arma branca ou objeto contundente;66;1.18;1.18
RS;Rio Grande do Sul;Mulheres;2010;Estrangulamento;22;0.39;0.4
RS;Rio Grande do Sul;Mulheres;2010;Força corporal;3;0.05;0.06
RS;Rio Grande do Sul;Mulheres;2010;Demais meios especificados;9;0.16;0.16
RS;Rio Grande do Sul;Mulheres;2010;Meios não especificados;8;0.14;0.14
RS;Rio Grande do Sul;Mulheres;2011;Arma de fogo;114;2.03;2.03
RS;Rio Grande do Sul;Mulheres;2011;Arma branca ou objeto contundente;56;1;0.99
RS;Rio Grande do Sul;Mulheres;2011;Estrangulamento;15;0.27;0.23
RS;Rio Grande do Sul;Mulheres;2011;Força corporal;4;0.07;0.07
RS;Rio Grande do Sul;Mulheres;2011;Demais meios especificados;6;0.11;0.1
RS;Rio Grande do Sul;Mulheres;2011;Meios não especificados;7;0.12;0.12
RS;Rio Grande do Sul;Mulheres;2012;Arma de fogo;135;2.4;2.4
RS;Rio Grande do Sul;Mulheres;2012;Arma branca ou objeto contundente;74;1.32;1.32
RS;Rio Grande do Sul;Mulheres;2012;Estrangulamento;15;0.27;0.27
RS;Rio Grande do Sul;Mulheres;2012;Força corporal;0;0;0
RS;Rio Grande do Sul;Mulheres;2012;Demais meios especificados;12;0.21;0.22
RS;Rio Grande do Sul;Mulheres;2012;Meios não especificados;11;0.2;0.18
RS;Rio Grande do Sul;Mulheres;2013;Arma de fogo;112;1.98;2.02
RS;Rio Grande do Sul;Mulheres;2013;Arma branca ou objeto contundente;61;1.08;1.06
RS;Rio Grande do Sul;Mulheres;2013;Estrangulamento;20;0.35;0.34
RS;Rio Grande do Sul;Mulheres;2013;Força corporal;2;0.04;0.03
RS;Rio Grande do Sul;Mulheres;2013;Demais meios especificados;7;0.12;0.11
RS;Rio Grande do Sul;Mulheres;2013;Meios não especificados;8;0.14;0.13
RS;Rio Grande do Sul;Mulheres;2014;Arma de fogo;129;2.28;2.31
RS;Rio Grande do Sul;Mulheres;2014;Arma branca ou objeto contundente;76;1.34;1.32
RS;Rio Grande do Sul;Mulheres;2014;Estrangulamento;23;0.41;0.4
RS;Rio Grande do Sul;Mulheres;2014;Força corporal;1;0.02;0.02
RS;Rio Grande do Sul;Mulheres;2014;Demais meios especificados;8;0.14;0.13
RS;Rio Grande do Sul;Mulheres;2014;Meios não especificados;13;0.23;0.21
RS;Rio Grande do Sul;Mulheres;2015;Arma de fogo;158;2.78;2.83
RS;Rio Grande do Sul;Mulheres;2015;Arma branca ou objeto contundente;81;1.42;1.41
RS;Rio Grande do Sul;Mulheres;2015;Estrangulamento;20;0.35;0.36
RS;Rio Grande do Sul;Mulheres;2015;Força corporal;3;0.05;0.05
RS;Rio Grande do Sul;Mulheres;2015;Demais meios especificados;12;0.21;0.2
RS;Rio Grande do Sul;Mulheres;2015;Meios não especificados;9;0.16;0.14
RS;Rio Grande do Sul;Mulheres;2016;Arma de fogo;190;3.33;3.38
RS;Rio Grande do Sul;Mulheres;2016;Arma branca ou objeto contundente;76;1.33;1.31
RS;Rio Grande do Sul;Mulheres;2016;Estrangulamento;18;0.32;0.31
RS;Rio Grande do Sul;Mulheres;2016;Força corporal;2;0.04;0.03
RS;Rio Grande do Sul;Mulheres;2016;Demais meios especificados;11;0.19;0.18
RS;Rio Grande do Sul;Mulheres;2016;Meios não especificados;11;0.19;0.19
RS;Rio Grande do Sul;Mulheres;2017;Arma de fogo;188;3.28;3.4
RS;Rio Grande do Sul;Mulheres;2017;Arma branca ou objeto contundente;72;1.26;1.27
RS;Rio Grande do Sul;Mulheres;2017;Estrangulamento;15;0.26;0.27
RS;Rio Grande do Sul;Mulheres;2017;Força corporal;2;0.03;0.04
RS;Rio Grande do Sul;Mulheres;2017;Demais meios especificados;15;0.26;0.24
RS;Rio Grande do Sul;Mulheres;2017;Meios não especificados;10;0.17;0.17
RS;Rio Grande do Sul;Mulheres;2018;Arma de fogo;147;2.56;2.64
RS;Rio Grande do Sul;Mulheres;2018;Arma branca ou objeto contundente;70;1.22;1.21
RS;Rio Grande do Sul;Mulheres;2018;Estrangulamento;19;0.33;0.33
RS;Rio Grande do Sul;Mulheres;2018;Força corporal;5;0.09;0.09
RS;Rio Grande do Sul;Mulheres;2018;Demais meios especificados;10;0.17;0.18
RS;Rio Grande do Sul;Mulheres;2018;Meios não especificados;5;0.09;0.05
RS;Rio Grande do Sul;Mulheres;2019;Arma de fogo;132;2.29;2.4
RS;Rio Grande do Sul;Mulheres;2019;Arma branca ou objeto contundente;66;1.15;1.12
RS;Rio Grande do Sul;Mulheres;2019;Estrangulamento;20;0.35;0.34
RS;Rio Grande do Sul;Mulheres;2019;Força corporal;4;0.07;0.06
RS;Rio Grande do Sul;Mulheres;2019;Demais meios especificados;10;0.17;0.15
RS;Rio Grande do Sul;Mulheres;2019;Meios não especificados;4;0.07;0.07
RS;Rio Grande do Sul;Mulheres;2020;Arma de fogo;122;2.11;2.18
RS;Rio Grande do Sul;Mulheres;2020;Arma branca ou objeto contundente;47;0.81;0.84
RS;Rio Grande do Sul;Mulheres;2020;Estrangulamento;22;0.38;0.39
RS;Rio Grande do Sul;Mulheres;2020;Força corporal;3;0.05;0.05
RS;Rio Grande do Sul;Mulheres;2020;Demais meios especificados;13;0.23;0.22
RS;Rio Grande do Sul;Mulheres;2020;Meios não especificados;7;0.12;0.12
RS;Rio Grande do Sul;Mulheres;2021;Arma de fogo;118;2.04;2.12
RS;Rio Grande do Sul;Mulheres;2021;Arma branca ou objeto contundente;55;0.95;0.91
RS;Rio Grande do Sul;Mulheres;2021;Estrangulamento;25;0.43;0.44
RS;Rio Grande do Sul;Mulheres;2021;Força corporal;12;0.21;0.19
RS;Rio Grande do Sul;Mulheres;2021;Demais meios especificados;17;0.29;0.31
RS;Rio Grande do Sul;Mulheres;2021;Meios não especificados;3;0.05;0.06
RS;Rio Grande do Sul;Mulheres;2022;Arma de fogo;150;2.6;2.78
RS;Rio Grande do Sul;Mulheres;2022;Arma branca ou objeto contundente;60;1.04;1.09
RS;Rio Grande do Sul;Mulheres;2022;Estrangulamento;16;0.28;0.29
RS;Rio Grande do Sul;Mulheres;2022;Força corporal;4;0.07;0.07
RS;Rio Grande do Sul;Mulheres;2022;Demais meios especificados;11;0.19;0.18
RS;Rio Grande do Sul;Mulheres;2022;Meios não especificados;9;0.16;0.15
RS;Rio Grande do Sul;Mulheres;2023;Arma de fogo;108;1.87;1.97
RS;Rio Grande do Sul;Mulheres;2023;Arma branca ou objeto contundente;72;1.25;1.27
RS;Rio Grande do Sul;Mulheres;2023;Estrangulamento;15;0.26;0.26
RS;Rio Grande do Sul;Mulheres;2023;Força corporal;8;0.14;0.13
RS;Rio Grande do Sul;Mulheres;2023;Demais meios especificados;10;0.17;0.19
RS;Rio Grande do Sul;Mulheres;2023;Meios não especificados;11;0.19;0.18
RS;Rio Grande do Sul;Mulheres;2024;Arma de fogo;110;1.9;2.06
RS;Rio Grande do Sul;Mulheres;2024;Arma branca ou objeto contundente;51;0.88;0.91
RS;Rio Grande do Sul;Mulheres;2024;Estrangulamento;14;0.24;0.26
RS;Rio Grande do Sul;Mulheres;2024;Força corporal;5;0.09;0.07
RS;Rio Grande do Sul;Mulheres;2024;Demais meios especificados;15;0.26;0.26
RS;Rio Grande do Sul;Mulheres;2024;Meios não especificados;6;0.1;0.12
RS;Rio Grande do Sul;Mulheres;2025;Arma de fogo;68;1.18;1.3
RS;Rio Grande do Sul;Mulheres;2025;Arma branca ou objeto contundente;50;0.86;0.89
RS;Rio Grande do Sul;Mulheres;2025;Estrangulamento;10;0.17;0.15
RS;Rio Grande do Sul;Mulheres;2025;Força corporal;7;0.12;0.11
RS;Rio Grande do Sul;Mulheres;2025;Demais meios especificados;9;0.16;0.14
RS;Rio Grande do Sul;Mulheres;2025;Meios não especificados;2;0.03;0.03
430003;Aceguá;Ambos;2000;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2000;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2000;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2000;Força corporal;0;0;0
430003;Aceguá;Ambos;2000;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2000;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2001;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2001;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2001;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2001;Força corporal;0;0;0
430003;Aceguá;Ambos;2001;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2001;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2002;Arma de fogo;1;24.69;27.12
430003;Aceguá;Ambos;2002;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2002;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2002;Força corporal;0;0;0
430003;Aceguá;Ambos;2002;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2002;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2003;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2003;Arma branca ou objeto contundente;1;24.29;30.53
430003;Aceguá;Ambos;2003;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2003;Força corporal;0;0;0
430003;Aceguá;Ambos;2003;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2003;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2004;Arma de fogo;1;23.99;32.66
430003;Aceguá;Ambos;2004;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2004;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2004;Força corporal;0;0;0
430003;Aceguá;Ambos;2004;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2004;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2005;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2005;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2005;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2005;Força corporal;0;0;0
430003;Aceguá;Ambos;2005;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2005;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2006;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2006;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2006;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2006;Força corporal;0;0;0
430003;Aceguá;Ambos;2006;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2006;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2007;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2007;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2007;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2007;Força corporal;0;0;0
430003;Aceguá;Ambos;2007;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2007;Meios não especificados;1;23.22;24.79
430003;Aceguá;Ambos;2008;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2008;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2008;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2008;Força corporal;0;0;0
430003;Aceguá;Ambos;2008;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2008;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2009;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2009;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2009;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2009;Força corporal;0;0;0
430003;Aceguá;Ambos;2009;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2009;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2010;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2010;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2010;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2010;Força corporal;0;0;0
430003;Aceguá;Ambos;2010;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2010;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2011;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2011;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2011;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2011;Força corporal;0;0;0
430003;Aceguá;Ambos;2011;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2011;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2012;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2012;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2012;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2012;Força corporal;0;0;0
430003;Aceguá;Ambos;2012;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2012;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2013;Arma de fogo;1;22.61;32.9
430003;Aceguá;Ambos;2013;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2013;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2013;Força corporal;0;0;0
430003;Aceguá;Ambos;2013;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2013;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2014;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2014;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2014;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2014;Força corporal;0;0;0
430003;Aceguá;Ambos;2014;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2014;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2015;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2015;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2015;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2015;Força corporal;0;0;0
430003;Aceguá;Ambos;2015;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2015;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2016;Arma de fogo;1;22.88;25.52
430003;Aceguá;Ambos;2016;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2016;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2016;Força corporal;0;0;0
430003;Aceguá;Ambos;2016;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2016;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2017;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2017;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2017;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2017;Força corporal;0;0;0
430003;Aceguá;Ambos;2017;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2017;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2018;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2018;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2018;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2018;Força corporal;0;0;0
430003;Aceguá;Ambos;2018;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2018;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2019;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2019;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2019;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2019;Força corporal;0;0;0
430003;Aceguá;Ambos;2019;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2019;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2020;Arma de fogo;1;23.16;19.86
430003;Aceguá;Ambos;2020;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2020;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2020;Força corporal;0;0;0
430003;Aceguá;Ambos;2020;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2020;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2021;Arma de fogo;1;23.32;25.64
430003;Aceguá;Ambos;2021;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2021;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2021;Força corporal;0;0;0
430003;Aceguá;Ambos;2021;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2021;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2022;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2022;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2022;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2022;Força corporal;0;0;0
430003;Aceguá;Ambos;2022;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2022;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2023;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2023;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2023;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2023;Força corporal;0;0;0
430003;Aceguá;Ambos;2023;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2023;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2024;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2024;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2024;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2024;Força corporal;0;0;0
430003;Aceguá;Ambos;2024;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2024;Meios não especificados;0;0;0
430003;Aceguá;Ambos;2025;Arma de fogo;0;0;0
430003;Aceguá;Ambos;2025;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Ambos;2025;Estrangulamento;0;0;0
430003;Aceguá;Ambos;2025;Força corporal;0;0;0
430003;Aceguá;Ambos;2025;Demais meios especificados;0;0;0
430003;Aceguá;Ambos;2025;Meios não especificados;0;0;0
430003;Aceguá;Homens;2000;Arma de fogo;0;0;0
430003;Aceguá;Homens;2000;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2000;Estrangulamento;0;0;0
430003;Aceguá;Homens;2000;Força corporal;0;0;0
430003;Aceguá;Homens;2000;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2000;Meios não especificados;0;0;0
430003;Aceguá;Homens;2001;Arma de fogo;0;0;0
430003;Aceguá;Homens;2001;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2001;Estrangulamento;0;0;0
430003;Aceguá;Homens;2001;Força corporal;0;0;0
430003;Aceguá;Homens;2001;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2001;Meios não especificados;0;0;0
430003;Aceguá;Homens;2002;Arma de fogo;0;0;0
430003;Aceguá;Homens;2002;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2002;Estrangulamento;0;0;0
430003;Aceguá;Homens;2002;Força corporal;0;0;0
430003;Aceguá;Homens;2002;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2002;Meios não especificados;0;0;0
430003;Aceguá;Homens;2003;Arma de fogo;0;0;0
430003;Aceguá;Homens;2003;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2003;Estrangulamento;0;0;0
430003;Aceguá;Homens;2003;Força corporal;0;0;0
430003;Aceguá;Homens;2003;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2003;Meios não especificados;0;0;0
430003;Aceguá;Homens;2004;Arma de fogo;1;45.6;62.35
430003;Aceguá;Homens;2004;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2004;Estrangulamento;0;0;0
430003;Aceguá;Homens;2004;Força corporal;0;0;0
430003;Aceguá;Homens;2004;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2004;Meios não especificados;0;0;0
430003;Aceguá;Homens;2005;Arma de fogo;0;0;0
430003;Aceguá;Homens;2005;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2005;Estrangulamento;0;0;0
430003;Aceguá;Homens;2005;Força corporal;0;0;0
430003;Aceguá;Homens;2005;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2005;Meios não especificados;0;0;0
430003;Aceguá;Homens;2006;Arma de fogo;0;0;0
430003;Aceguá;Homens;2006;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2006;Estrangulamento;0;0;0
430003;Aceguá;Homens;2006;Força corporal;0;0;0
430003;Aceguá;Homens;2006;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2006;Meios não especificados;0;0;0
430003;Aceguá;Homens;2007;Arma de fogo;0;0;0
430003;Aceguá;Homens;2007;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2007;Estrangulamento;0;0;0
430003;Aceguá;Homens;2007;Força corporal;0;0;0
430003;Aceguá;Homens;2007;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2007;Meios não especificados;1;44.27;46.77
430003;Aceguá;Homens;2008;Arma de fogo;0;0;0
430003;Aceguá;Homens;2008;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2008;Estrangulamento;0;0;0
430003;Aceguá;Homens;2008;Força corporal;0;0;0
430003;Aceguá;Homens;2008;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2008;Meios não especificados;0;0;0
430003;Aceguá;Homens;2009;Arma de fogo;0;0;0
430003;Aceguá;Homens;2009;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2009;Estrangulamento;0;0;0
430003;Aceguá;Homens;2009;Força corporal;0;0;0
430003;Aceguá;Homens;2009;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2009;Meios não especificados;0;0;0
430003;Aceguá;Homens;2010;Arma de fogo;0;0;0
430003;Aceguá;Homens;2010;Arma branca ou objeto contundente;0;0;0
430003;Aceguá;Homens;2010;Estrangulamento;0;0;0
430003;Aceguá;Homens;2010;Força corporal;0;0;0
430003;Aceguá;Homens;2010;Demais meios especificados;0;0;0
430003;Aceguá;Homens;2010;Meios não especificados;0;0;0
430003;Aceguá;Homens;2011;Arma de fogo;0;0;0
430003;Aceguá;Homens;2011;Arma branca ou objeto contundente;0;0;0
