Território;Nome do território;Sexo;Ano;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.);População
431449;Pinheirinho do Vale;Homens;2002;21;974.93;1360.89;2154
431449;Pinheirinho do Vale;Homens;2003;16;736.31;1085.71;2173
431449;Pinheirinho do Vale;Homens;2004;21;954.11;1201.81;2201
431449;Pinheirinho do Vale;Homens;2005;9;405.95;508.77;2217
431449;Pinheirinho do Vale;Homens;2006;16;713.97;915.18;2241
431449;Pinheirinho do Vale;Homens;2007;17;753.21;933.92;2257
431449;Pinheirinho do Vale;Homens;2008;10;439.37;541.79;2276
431449;Pinheirinho do Vale;Homens;2009;12;524.48;667.41;2288
431449;Pinheirinho do Vale;Homens;2010;22;956.94;1193.17;2299
431449;Pinheirinho do Vale;Homens;2011;14;609.23;733.21;2298
431449;Pinheirinho do Vale;Homens;2012;15;652.46;802.02;2299
431449;Pinheirinho do Vale;Homens;2013;19;821.09;982.77;2314
431449;Pinheirinho do Vale;Homens;2014;11;475.98;600.36;2311
431449;Pinheirinho do Vale;Homens;2015;27;1163.79;1260.65;2320
431449;Pinheirinho do Vale;Homens;2016;17;731.5;712.92;2324
431449;Pinheirinho do Vale;Homens;2017;17;730.87;791.24;2326
431449;Pinheirinho do Vale;Homens;2018;15;643.5;645.15;2331
431449;Pinheirinho do Vale;Homens;2019;17;725.88;762.48;2342
431449;Pinheirinho do Vale;Homens;2020;18;766.61;743.93;2348
431449;Pinheirinho do Vale;Homens;2021;26;1104.97;1143.95;2353
431449;Pinheirinho do Vale;Homens;2022;27;1147.96;987.12;2352
431449;Pinheirinho do Vale;Homens;2023;20;853.61;712.78;2343
431449;Pinheirinho do Vale;Homens;2024;15;637.21;614.87;2354
431449;Pinheirinho do Vale;Homens;2025;14;593.47;492.68;2359
431449;Pinheirinho do Vale;Mulheres;2000;12;571.97;729.46;2098
431449;Pinheirinho do Vale;Mulheres;2001;5;235.85;270.92;2120
431449;Pinheirinho do Vale;Mulheres;2002;12;560.49;690.19;2141
431449;Pinheirinho do Vale;Mulheres;2003;9;416.67;513.87;2160
431449;Pinheirinho do Vale;Mulheres;2004;10;458.51;542.9;2181
431449;Pinheirinho do Vale;Mulheres;2005;7;318.33;385.49;2199
431449;Pinheirinho do Vale;Mulheres;2006;11;497.29;584.31;2212
431449;Pinheirinho do Vale;Mulheres;2007;18;810.45;894.01;2221
431449;Pinheirinho do Vale;Mulheres;2008;19;850.87;945.17;2233
431449;Pinheirinho do Vale;Mulheres;2009;9;401.25;428.54;2243
431449;Pinheirinho do Vale;Mulheres;2010;15;667.85;695.73;2246
431449;Pinheirinho do Vale;Mulheres;2011;5;222.12;227.86;2251
431449;Pinheirinho do Vale;Mulheres;2012;12;532.86;552.87;2252
431449;Pinheirinho do Vale;Mulheres;2013;12;533.1;501.98;2251
431449;Pinheirinho do Vale;Mulheres;2014;8;354.92;348.23;2254
431449;Pinheirinho do Vale;Mulheres;2015;10;441.89;414.53;2263
431449;Pinheirinho do Vale;Mulheres;2016;12;530.27;491.15;2263
431449;Pinheirinho do Vale;Mulheres;2017;11;485.65;429.14;2265
431449;Pinheirinho do Vale;Mulheres;2018;13;573.45;519.97;2267
431449;Pinheirinho do Vale;Mulheres;2019;13;571.43;516.1;2275
431449;Pinheirinho do Vale;Mulheres;2020;9;394.05;332.15;2284
431449;Pinheirinho do Vale;Mulheres;2021;20;872.6;709.22;2292
431449;Pinheirinho do Vale;Mulheres;2022;18;786.71;649.69;2288
431449;Pinheirinho do Vale;Mulheres;2023;14;614.84;460.93;2277
431449;Pinheirinho do Vale;Mulheres;2024;16;700.83;564.73;2283
431449;Pinheirinho do Vale;Mulheres;2025;9;394.91;259.89;2279
431450;Pinheiro Machado;Ambos;2000;132;950.19;1011.29;13892
431450;Pinheiro Machado;Ambos;2001;119;857.97;902.46;13870
431450;Pinheiro Machado;Ambos;2002;130;940.94;969.77;13816
431450;Pinheiro Machado;Ambos;2003;134;975.54;984.22;13736
431450;Pinheiro Machado;Ambos;2004;135;989.23;979.52;13647
431450;Pinheiro Machado;Ambos;2005;104;766.79;741.46;13563
431450;Pinheiro Machado;Ambos;2006;134;994.58;940.57;13473
431450;Pinheiro Machado;Ambos;2007;117;873.4;814.57;13396
431450;Pinheiro Machado;Ambos;2008;118;886.48;810.74;13311
431450;Pinheiro Machado;Ambos;2009;139;1051.28;945.84;13222
431450;Pinheiro Machado;Ambos;2010;129;982.63;857.02;13128
431450;Pinheiro Machado;Ambos;2011;128;982.35;848.38;13030
431450;Pinheiro Machado;Ambos;2012;117;904.52;754.76;12935
431450;Pinheiro Machado;Ambos;2013;130;1013.57;835.69;12826
431450;Pinheiro Machado;Ambos;2014;119;935.98;775.44;12714
431450;Pinheiro Machado;Ambos;2015;149;1183.38;932.37;12591
431450;Pinheiro Machado;Ambos;2016;132;1058.88;849.44;12466
431450;Pinheiro Machado;Ambos;2017;128;1037.36;817.3;12339
431450;Pinheiro Machado;Ambos;2018;142;1163.55;885.74;12204
431450;Pinheiro Machado;Ambos;2019;146;1209.31;888.13;12073
431450;Pinheiro Machado;Ambos;2020;126;1054.83;764.94;11945
431450;Pinheiro Machado;Ambos;2021;176;1491.65;1054.01;11799
431450;Pinheiro Machado;Ambos;2022;166;1425.99;969.87;11641
431450;Pinheiro Machado;Ambos;2023;133;1155.42;807.14;11511
431450;Pinheiro Machado;Ambos;2024;161;1411.17;919.83;11409
431450;Pinheiro Machado;Ambos;2025;142;1246.16;849.72;11395
431450;Pinheiro Machado;Homens;2000;69;978.17;1131.38;7054
431450;Pinheiro Machado;Homens;2001;72;1023.89;1180.52;7032
431450;Pinheiro Machado;Homens;2002;72;1029.6;1140.38;6993
431450;Pinheiro Machado;Homens;2003;80;1152.24;1284.85;6943
431450;Pinheiro Machado;Homens;2004;72;1046.82;1103.02;6878
431450;Pinheiro Machado;Homens;2005;57;835.16;882.87;6825
431450;Pinheiro Machado;Homens;2006;64;946.05;963.21;6765
431450;Pinheiro Machado;Homens;2007;68;1012.96;1052.88;6713
431450;Pinheiro Machado;Homens;2008;55;825.08;818.68;6666
431450;Pinheiro Machado;Homens;2009;83;1255.48;1211.46;6611
431450;Pinheiro Machado;Homens;2010;71;1083.14;1021.94;6555
431450;Pinheiro Machado;Homens;2011;71;1092.98;1017.19;6496
431450;Pinheiro Machado;Homens;2012;67;1040.7;948.85;6438
431450;Pinheiro Machado;Homens;2013;71;1113.03;1007.15;6379
431450;Pinheiro Machado;Homens;2014;62;980.24;869.67;6325
431450;Pinheiro Machado;Homens;2015;80;1277.55;1108.92;6262
431450;Pinheiro Machado;Homens;2016;72;1161.85;1001.72;6197
431450;Pinheiro Machado;Homens;2017;70;1141.74;968.63;6131
431450;Pinheiro Machado;Homens;2018;75;1237.83;1019.09;6059
431450;Pinheiro Machado;Homens;2019;84;1402.57;1112.21;5989
431450;Pinheiro Machado;Homens;2020;68;1149.43;890.48;5916
431450;Pinheiro Machado;Homens;2021;94;1610.42;1219.54;5837
431450;Pinheiro Machado;Homens;2022;95;1652.17;1190.14;5750
431450;Pinheiro Machado;Homens;2023;78;1372.76;1043.27;5682
431450;Pinheiro Machado;Homens;2024;93;1651.28;1169.03;5632
431450;Pinheiro Machado;Homens;2025;57;1016.22;750.37;5609
431450;Pinheiro Machado;Mulheres;2000;63;921.32;879.2;6838
431450;Pinheiro Machado;Mulheres;2001;47;687.34;650.94;6838
431450;Pinheiro Machado;Mulheres;2002;58;850.07;774.81;6823
431450;Pinheiro Machado;Mulheres;2003;54;794.94;707.25;6793
431450;Pinheiro Machado;Mulheres;2004;63;930.71;853.1;6769
431450;Pinheiro Machado;Mulheres;2005;47;697.54;612.59;6738
431450;Pinheiro Machado;Mulheres;2006;70;1043.53;895.34;6708
431450;Pinheiro Machado;Mulheres;2007;49;733.2;610.58;6683
431450;Pinheiro Machado;Mulheres;2008;63;948.08;806.22;6645
431450;Pinheiro Machado;Mulheres;2009;56;847.07;688.86;6611
431450;Pinheiro Machado;Mulheres;2010;58;882.4;707.56;6573
431450;Pinheiro Machado;Mulheres;2011;57;872.36;728.13;6534
431450;Pinheiro Machado;Mulheres;2012;50;769.59;580.28;6497
431450;Pinheiro Machado;Mulheres;2013;59;915.15;707.34;6447
431450;Pinheiro Machado;Mulheres;2014;57;892.16;691.7;6389
431450;Pinheiro Machado;Mulheres;2015;69;1090.22;744.96;6329
431450;Pinheiro Machado;Mulheres;2016;60;957.09;685.9;6269
431450;Pinheiro Machado;Mulheres;2017;58;934.28;689.99;6208
431450;Pinheiro Machado;Mulheres;2018;67;1090.32;743.52;6145
431450;Pinheiro Machado;Mulheres;2019;62;1019.07;679.62;6084
431450;Pinheiro Machado;Mulheres;2020;58;962.02;633.26;6029
431450;Pinheiro Machado;Mulheres;2021;82;1375.38;906.95;5962
431450;Pinheiro Machado;Mulheres;2022;71;1205.23;766.99;5891
431450;Pinheiro Machado;Mulheres;2023;55;943.56;587.74;5829
431450;Pinheiro Machado;Mulheres;2024;68;1177.08;678.33;5777
431450;Pinheiro Machado;Mulheres;2025;85;1469.06;926.82;5786
431454;Pinto Bandeira;Ambos;2001;17;380.82;372.16;4464
431454;Pinto Bandeira;Ambos;2002;20;468.93;472.22;4265
431454;Pinto Bandeira;Ambos;2013;21;792.15;563.25;2651
431454;Pinto Bandeira;Ambos;2014;14;525.13;343.6;2666
431454;Pinto Bandeira;Ambos;2015;15;558.87;356.15;2684
431454;Pinto Bandeira;Ambos;2016;17;631.97;342.15;2690
431454;Pinto Bandeira;Ambos;2017;28;1035.12;602.15;2705
431454;Pinto Bandeira;Ambos;2018;18;661.76;415.91;2720
431454;Pinto Bandeira;Ambos;2019;16;584.15;335.79;2739
431454;Pinto Bandeira;Ambos;2020;16;580.97;340.6;2754
431454;Pinto Bandeira;Ambos;2021;18;652.17;341.5;2760
431454;Pinto Bandeira;Ambos;2022;21;758.12;334.51;2770
431454;Pinto Bandeira;Ambos;2023;29;1053.01;530.51;2754
431454;Pinto Bandeira;Ambos;2024;25;897.99;497.42;2784
431454;Pinto Bandeira;Ambos;2025;24;861.76;468.2;2785
431454;Pinto Bandeira;Homens;2001;9;391.64;417.54;2298
431454;Pinto Bandeira;Homens;2002;13;592.26;720.25;2195
431454;Pinto Bandeira;Homens;2013;11;811.21;679.33;1356
431454;Pinto Bandeira;Homens;2014;6;440.21;304.48;1363
431454;Pinto Bandeira;Homens;2015;7;512.07;387.96;1367
431454;Pinto Bandeira;Homens;2016;14;1025.64;662.5;1365
431454;Pinto Bandeira;Homens;2017;16;1167.03;787.01;1371
431454;Pinto Bandeira;Homens;2018;11;795.95;610.55;1382
431454;Pinto Bandeira;Homens;2019;7;502.51;336.11;1393
431454;Pinto Bandeira;Homens;2020;6;429.8;339.16;1396
431454;Pinto Bandeira;Homens;2021;8;573.07;358.23;1396
431454;Pinto Bandeira;Homens;2022;11;785.15;419.94;1401
431454;Pinto Bandeira;Homens;2023;20;1437.81;850.02;1391
431454;Pinto Bandeira;Homens;2024;15;1065.34;726.52;1408
431454;Pinto Bandeira;Homens;2025;11;782.36;505.21;1406
431454;Pinto Bandeira;Mulheres;2001;8;369.34;287.21;2166
431454;Pinto Bandeira;Mulheres;2002;7;338.16;266.36;2070
431454;Pinto Bandeira;Mulheres;2013;10;772.2;447.19;1295
431454;Pinto Bandeira;Mulheres;2014;8;613.97;373.07;1303
431454;Pinto Bandeira;Mulheres;2015;8;607.44;327.99;1317
431454;Pinto Bandeira;Mulheres;2016;3;226.42;91.56;1325
431454;Pinto Bandeira;Mulheres;2017;12;899.55;421.76;1334
431454;Pinto Bandeira;Mulheres;2018;7;523.17;211.58;1338
431454;Pinto Bandeira;Mulheres;2019;9;668.65;321.06;1346
431454;Pinto Bandeira;Mulheres;2020;10;736.38;318.01;1358
431454;Pinto Bandeira;Mulheres;2021;10;733.14;316.85;1364
431454;Pinto Bandeira;Mulheres;2022;10;730.46;262.97;1369
431454;Pinto Bandeira;Mulheres;2023;9;660.31;244.91;1363
431454;Pinto Bandeira;Mulheres;2024;10;726.74;256.31;1376
431454;Pinto Bandeira;Mulheres;2025;13;942.71;411.6;1379
431455;Pirapó;Ambos;2000;16;477.33;634.35;3352
431455;Pirapó;Ambos;2001;22;668.29;788.34;3292
431455;Pirapó;Ambos;2002;21;646.95;748.47;3246
431455;Pirapó;Ambos;2003;12;377.24;411.06;3181
431455;Pirapó;Ambos;2004;30;958.47;977.6;3130
431455;Pirapó;Ambos;2005;22;714.05;708.94;3081
431455;Pirapó;Ambos;2006;17;561.61;593.21;3027
431455;Pirapó;Ambos;2007;18;606.88;646.56;2966
431455;Pirapó;Ambos;2008;26;892.86;794.43;2912
431455;Pirapó;Ambos;2009;25;875.35;748.08;2856
431455;Pirapó;Ambos;2010;28;994.67;806.21;2815
431455;Pirapó;Ambos;2011;32;1156.07;913.55;2768
431455;Pirapó;Ambos;2012;23;841.57;723.34;2733
431455;Pirapó;Ambos;2013;23;855.97;697.08;2687
431455;Pirapó;Ambos;2014;23;865.96;592.15;2656
431455;Pirapó;Ambos;2015;19;724.36;506.68;2623
431455;Pirapó;Ambos;2016;20;775.8;521;2578
431455;Pirapó;Ambos;2017;23;906.94;617.9;2536
431455;Pirapó;Ambos;2018;28;1126.76;760.59;2485
431455;Pirapó;Ambos;2019;24;979.19;581.6;2451
431455;Pirapó;Ambos;2020;27;1117.09;684.22;2417
431455;Pirapó;Ambos;2021;34;1428.57;882.46;2380
431455;Pirapó;Ambos;2022;33;1413.88;754.69;2334
431455;Pirapó;Ambos;2023;29;1279.22;742.76;2267
431455;Pirapó;Ambos;2024;40;1769.91;1091.57;2260
431455;Pirapó;Ambos;2025;31;1374.72;749.11;2255
431455;Pirapó;Homens;2000;9;516.06;733.23;1744
431455;Pirapó;Homens;2001;13;759.79;941.9;1711
431455;Pirapó;Homens;2002;14;831.35;1054.63;1684
431455;Pirapó;Homens;2003;10;607.16;647.7;1647
431455;Pirapó;Homens;2004;19;1177.93;1221.05;1613
431455;Pirapó;Homens;2005;14;882.72;981.3;1586
431455;Pirapó;Homens;2006;14;900.32;1065.97;1555
431455;Pirapó;Homens;2007;12;786.89;980.8;1525
431455;Pirapó;Homens;2008;16;1070.95;1006.77;1494
431455;Pirapó;Homens;2009;11;755.49;668.61;1456
431455;Pirapó;Homens;2010;14;973.57;889.2;1438
431455;Pirapó;Homens;2011;16;1133.95;983.52;1411
431455;Pirapó;Homens;2012;16;1147.78;1055.68;1394
431455;Pirapó;Homens;2013;8;584.37;531.85;1369
431455;Pirapó;Homens;2014;12;888.23;627.23;1351
431455;Pirapó;Homens;2015;10;749.06;554.02;1335
431455;Pirapó;Homens;2016;11;837.14;592.03;1314
431455;Pirapó;Homens;2017;14;1082.75;760.1;1293
431455;Pirapó;Homens;2018;13;1024.43;762.42;1269
431455;Pirapó;Homens;2019;14;1113.76;727.08;1257
431455;Pirapó;Homens;2020;13;1050.08;681.39;1238
431455;Pirapó;Homens;2021;17;1394.59;830.59;1219
431455;Pirapó;Homens;2022;19;1585.98;931.28;1198
431455;Pirapó;Homens;2023;17;1464.25;987.13;1161
431455;Pirapó;Homens;2024;31;2681.66;1521.06;1156
431455;Pirapó;Homens;2025;21;1822.92;1102.37;1152
431455;Pirapó;Mulheres;2000;7;435.32;548.45;1608
431455;Pirapó;Mulheres;2001;9;569.26;620.84;1581
431455;Pirapó;Mulheres;2002;7;448.14;462.64;1562
431455;Pirapó;Mulheres;2003;2;130.38;155.56;1534
431455;Pirapó;Mulheres;2004;11;725.12;748.21;1517
431455;Pirapó;Mulheres;2005;8;535.12;468.39;1495
431455;Pirapó;Mulheres;2006;3;203.8;171.19;1472
431455;Pirapó;Mulheres;2007;6;416.38;367.47;1441
431455;Pirapó;Mulheres;2008;10;705.22;624.29;1418
431455;Pirapó;Mulheres;2009;14;1000;777.99;1400
431455;Pirapó;Mulheres;2010;14;1016.7;740.17;1377
431455;Pirapó;Mulheres;2011;16;1179.07;851.39;1357
431455;Pirapó;Mulheres;2012;7;522.78;401.2;1339
431455;Pirapó;Mulheres;2013;15;1138.09;822.69;1318
431455;Pirapó;Mulheres;2014;11;842.91;529.24;1305
431455;Pirapó;Mulheres;2015;9;698.76;440.28;1288
431455;Pirapó;Mulheres;2016;9;712.03;450.14;1264
431455;Pirapó;Mulheres;2017;9;724.05;465.53;1243
431455;Pirapó;Mulheres;2018;15;1233.55;750.31;1216
431455;Pirapó;Mulheres;2019;10;837.52;464.43;1194
431455;Pirapó;Mulheres;2020;14;1187.45;675.51;1179
431455;Pirapó;Mulheres;2021;17;1464.25;932.98;1161
431455;Pirapó;Mulheres;2022;14;1232.39;577.71;1136
431455;Pirapó;Mulheres;2023;12;1084.99;498.07;1106
431455;Pirapó;Mulheres;2024;9;815.22;703.78;1104
431455;Pirapó;Mulheres;2025;10;906.62;394.58;1103
431460;Piratini;Ambos;2000;173;874.44;890.29;19784
431460;Piratini;Ambos;2001;137;688.1;695.05;19910
431460;Piratini;Ambos;2002;155;775.12;758.94;19997
431460;Piratini;Ambos;2003;152;757.16;739.08;20075
431460;Piratini;Ambos;2004;149;739.78;706.36;20141
431460;Piratini;Ambos;2005;176;871.24;812.86;20201
431460;Piratini;Ambos;2006;162;799.88;723.38;20253
431460;Piratini;Ambos;2007;182;896.68;797.06;20297
431460;Piratini;Ambos;2008;169;830.96;728.85;20338
431460;Piratini;Ambos;2009;155;761.78;647.46;20347
431460;Piratini;Ambos;2010;164;807.01;678.65;20322
431460;Piratini;Ambos;2011;187;924.55;751.03;20226
431460;Piratini;Ambos;2012;189;940.67;769.15;20092
431460;Piratini;Ambos;2013;166;832.41;645.12;19942
431460;Piratini;Ambos;2014;194;981.14;752.94;19773
431460;Piratini;Ambos;2015;185;943.83;683.83;19601
431460;Piratini;Ambos;2016;193;993.56;734.66;19425
431460;Piratini;Ambos;2017;178;925.4;663.64;19235
431460;Piratini;Ambos;2018;193;1014.13;718.82;19031
431460;Piratini;Ambos;2019;192;1018.84;677.78;18845
431460;Piratini;Ambos;2020;185;992.01;678.95;18649
431460;Piratini;Ambos;2021;217;1177.68;798.52;18426
431460;Piratini;Ambos;2022;246;1352.84;850.84;18184
431460;Piratini;Ambos;2023;201;1118.28;703.1;17974
431460;Piratini;Ambos;2024;210;1180.31;699.18;17792
431460;Piratini;Ambos;2025;185;1041.08;612.75;17770
431460;Piratini;Homens;2000;106;1031.93;1123.38;10272
431460;Piratini;Homens;2001;96;930.77;989.78;10314
431460;Piratini;Homens;2002;86;831.88;876.18;10338
431460;Piratini;Homens;2003;97;936.75;985.3;10355
431460;Piratini;Homens;2004;94;906.81;948.79;10366
431460;Piratini;Homens;2005;100;963.58;976.95;10378
431460;Piratini;Homens;2006;103;991.53;976.36;10388
431460;Piratini;Homens;2007;99;952.75;941.63;10391
431460;Piratini;Homens;2008;95;913.9;865.26;10395
431460;Piratini;Homens;2009;86;828.2;779.02;10384
431460;Piratini;Homens;2010;92;888.12;822.97;10359
431460;Piratini;Homens;2011;112;1087.7;975.29;10297
431460;Piratini;Homens;2012;107;1046.97;936.4;10220
431460;Piratini;Homens;2013;83;818.86;698.83;10136
431460;Piratini;Homens;2014;102;1015.94;860.05;10040
431460;Piratini;Homens;2015;85;854.53;683;9947
431460;Piratini;Homens;2016;116;1177.43;946.33;9852
431460;Piratini;Homens;2017;100;1025.33;797.32;9753
431460;Piratini;Homens;2018;109;1130.82;859.01;9639
431460;Piratini;Homens;2019;102;1069.18;767.82;9540
431460;Piratini;Homens;2020;106;1123.83;817.39;9432
431460;Piratini;Homens;2021;124;1331.47;972.76;9313
431460;Piratini;Homens;2022;139;1514.33;1038.42;9179
431460;Piratini;Homens;2023;110;1212.79;822.67;9070
431460;Piratini;Homens;2024;108;1204.55;772.56;8966
431460;Piratini;Homens;2025;106;1185.15;748.23;8944
431460;Piratini;Mulheres;2000;67;704.37;664.59;9512
431460;Piratini;Mulheres;2001;41;427.26;394.14;9596
431460;Piratini;Mulheres;2002;69;714.36;635.79;9659
431460;Piratini;Mulheres;2003;55;565.84;510.56;9720
431460;Piratini;Mulheres;2004;55;562.66;486.22;9775
431460;Piratini;Mulheres;2005;76;773.69;675.06;9823
431460;Piratini;Mulheres;2006;59;598.07;476.06;9865
431460;Piratini;Mulheres;2007;83;837.88;668.83;9906
431460;Piratini;Mulheres;2008;74;744.24;599.26;9943
431460;Piratini;Mulheres;2009;69;692.56;531.2;9963
431460;Piratini;Mulheres;2010;72;722.67;553.41;9963
431460;Piratini;Mulheres;2011;75;755.36;538.75;9929
431460;Piratini;Mulheres;2012;81;820.5;602.52;9872
431460;Piratini;Mulheres;2013;83;846.42;580.11;9806
431460;Piratini;Mulheres;2014;92;945.24;645.69;9733
431460;Piratini;Mulheres;2015;100;1035.84;682.71;9654
431460;Piratini;Mulheres;2016;77;804.35;556.54;9573
431460;Piratini;Mulheres;2017;78;822.61;536.01;9482
431460;Piratini;Mulheres;2018;84;894.38;573.86;9392
431460;Piratini;Mulheres;2019;90;967.22;586.88;9305
431460;Piratini;Mulheres;2020;79;857.11;541.49;9217
431460;Piratini;Mulheres;2021;93;1020.52;613.9;9113
431460;Piratini;Mulheres;2022;107;1188.23;659.78;9005
431460;Piratini;Mulheres;2023;91;1022.01;580.56;8904
431460;Piratini;Mulheres;2024;102;1155.68;627.43;8826
431460;Piratini;Mulheres;2025;79;895.08;484.11;8826
431470;Planalto;Ambos;2000;74;652.04;835.37;11349
431470;Planalto;Ambos;2001;61;538.54;659.58;11327
431470;Planalto;Ambos;2002;60;531.02;639.19;11299
431470;Planalto;Ambos;2003;73;649.52;780.16;11239
431470;Planalto;Ambos;2004;61;545.32;628.34;11186
431470;Planalto;Ambos;2005;73;656.77;732.09;11115
431470;Planalto;Ambos;2006;84;760.8;847.24;11041
431470;Planalto;Ambos;2007;74;675.12;706.83;10961
431470;Planalto;Ambos;2008;77;708.57;725.84;10867
431470;Planalto;Ambos;2009;74;686.39;680.14;10781
431470;Planalto;Ambos;2010;81;755.67;735.64;10719
431470;Planalto;Ambos;2011;80;750.82;716.7;10655
431470;Planalto;Ambos;2012;88;827.38;743.46;10636
431470;Planalto;Ambos;2013;70;658.64;587.56;10628
431470;Planalto;Ambos;2014;74;695.75;596.23;10636
431470;Planalto;Ambos;2015;86;808.57;694.41;10636
431470;Planalto;Ambos;2016;85;799.7;679.21;10629
431470;Planalto;Ambos;2017;100;940.38;782.98;10634
431470;Planalto;Ambos;2018;84;789.47;649.12;10640
431470;Planalto;Ambos;2019;94;881.88;672.91;10659
431470;Planalto;Ambos;2020;82;767.29;579.4;10687
431470;Planalto;Ambos;2021;118;1104.35;806.14;10685
431470;Planalto;Ambos;2022;99;928.53;698.17;10662
431470;Planalto;Ambos;2023;92;865.31;652.74;10632
431470;Planalto;Ambos;2024;109;1025.98;708.64;10624
431470;Planalto;Ambos;2025;90;847.14;603.3;10624
431470;Planalto;Homens;2000;42;753.77;1093.15;5572
431470;Planalto;Homens;2001;32;575.23;655.76;5563
431470;Planalto;Homens;2002;36;647.95;821.42;5556
431470;Planalto;Homens;2003;43;777.72;1004.98;5529
431470;Planalto;Homens;2004;41;744.37;905.26;5508
431470;Planalto;Homens;2005;48;876.07;1056.12;5479
431470;Planalto;Homens;2006;42;771.21;920.38;5446
431470;Planalto;Homens;2007;44;812.71;897.65;5414
431470;Planalto;Homens;2008;52;968.34;1056.11;5370
431470;Planalto;Homens;2009;38;712.28;742.51;5335
431470;Planalto;Homens;2010;49;923.31;944.98;5307
431470;Planalto;Homens;2011;43;815.32;845.03;5274
431470;Planalto;Homens;2012;52;987.84;943.14;5264
431470;Planalto;Homens;2013;38;722.16;700.59;5262
431470;Planalto;Homens;2014;48;910.99;856.71;5269
431470;Planalto;Homens;2015;51;967.74;914.38;5270
431470;Planalto;Homens;2016;54;1024.86;968.87;5269
431470;Planalto;Homens;2017;61;1157.93;1048.51;5268
431470;Planalto;Homens;2018;51;967.56;871.59;5271
431470;Planalto;Homens;2019;49;927.85;790.43;5281
431470;Planalto;Homens;2020;51;962.63;808.41;5298
431470;Planalto;Homens;2021;66;1246.69;1020.1;5294
431470;Planalto;Homens;2022;58;1098.48;925.1;5280
431470;Planalto;Homens;2023;56;1063.43;852.2;5266
431470;Planalto;Homens;2024;59;1120.82;871.25;5264
431470;Planalto;Homens;2025;47;893.71;718.28;5259
431470;Planalto;Mulheres;2000;32;553.92;646.45;5777
431470;Planalto;Mulheres;2001;29;503.12;612.35;5764
431470;Planalto;Mulheres;2002;24;417.9;473.12;5743
431470;Planalto;Mulheres;2003;30;525.39;581.91;5710
431470;Planalto;Mulheres;2004;20;352.24;374.85;5678
431470;Planalto;Mulheres;2005;25;443.58;449.99;5636
431470;Planalto;Mulheres;2006;42;750.67;771.79;5595
431470;Planalto;Mulheres;2007;30;540.83;541.13;5547
431470;Planalto;Mulheres;2008;25;454.79;435.62;5497
431470;Planalto;Mulheres;2009;36;661.04;599.98;5446
431470;Planalto;Mulheres;2010;32;591.28;500.57;5412
431470;Planalto;Mulheres;2011;37;687.6;591.41;5381
431470;Planalto;Mulheres;2012;36;670.14;560.54;5372
431470;Planalto;Mulheres;2013;32;596.35;472.34;5366
431470;Planalto;Mulheres;2014;26;484.44;365.59;5367
431470;Planalto;Mulheres;2015;35;652.25;491.84;5366
431470;Planalto;Mulheres;2016;31;578.36;415.73;5360
431470;Planalto;Mulheres;2017;39;726.8;547.19;5366
431470;Planalto;Mulheres;2018;33;614.64;433.77;5369
431470;Planalto;Mulheres;2019;45;836.74;560.36;5378
431470;Planalto;Mulheres;2020;31;575.25;370.88;5389
431470;Planalto;Mulheres;2021;52;964.57;621.26;5391
431470;Planalto;Mulheres;2022;41;761.8;506.83;5382
431470;Planalto;Mulheres;2023;36;670.89;500.56;5366
431470;Planalto;Mulheres;2024;50;932.84;553.77;5360
431470;Planalto;Mulheres;2025;43;801.49;496.57;5365
431475;Poço das Antas;Ambos;2000;22;1116.75;1030.81;1970
431475;Poço das Antas;Ambos;2001;17;860.32;769.06;1976
431475;Poço das Antas;Ambos;2002;17;854.27;748.29;1990
431475;Poço das Antas;Ambos;2003;15;750.75;711.56;1998
431475;Poço das Antas;Ambos;2004;17;850;688.92;2000
431475;Poço das Antas;Ambos;2005;24;1195.81;945.51;2007
431475;Poço das Antas;Ambos;2006;10;497.27;442.12;2011
431475;Poço das Antas;Ambos;2007;22;1093.44;856.83;2012
431475;Poço das Antas;Ambos;2008;8;395.06;304.32;2025
431475;Poço das Antas;Ambos;2009;17;837.85;587.76;2029
431475;Poço das Antas;Ambos;2010;13;637.88;428.99;2038
431475;Poço das Antas;Ambos;2011;13;637.25;420.42;2040
431475;Poço das Antas;Ambos;2012;16;780.87;526.31;2049
431475;Poço das Antas;Ambos;2013;17;827.25;497.89;2055
431475;Poço das Antas;Ambos;2014;18;867.89;539.94;2074
431475;Poço das Antas;Ambos;2015;16;763.72;546.08;2095
431475;Poço das Antas;Ambos;2016;14;660.69;499.59;2119
431475;Poço das Antas;Ambos;2017;19;892.02;672.47;2130
431475;Poço das Antas;Ambos;2018;17;791.8;509.91;2147
431475;Poço das Antas;Ambos;2019;26;1200.92;721.89;2165
431475;Poço das Antas;Ambos;2020;15;686.81;452.53;2184
431475;Poço das Antas;Ambos;2021;25;1138.43;788.29;2196
431475;Poço das Antas;Ambos;2022;26;1174.88;784.71;2213
431475;Poço das Antas;Ambos;2023;18;823.42;560.19;2186
431475;Poço das Antas;Ambos;2024;23;1035.1;594.7;2222
431475;Poço das Antas;Ambos;2025;19;854.32;486.46;2224
431475;Poço das Antas;Homens;2000;16;1565.56;1699.45;1022
431475;Poço das Antas;Homens;2001;12;1173.02;1138.49;1023
431475;Poço das Antas;Homens;2002;10;970.87;953.65;1030
