Território;Nome do território;Sexo;Ano;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.);População
430130;Arroio Grande;Ambos;2006;166;865.76;910.46;19174
430130;Arroio Grande;Ambos;2007;141;738.18;760.39;19101
430130;Arroio Grande;Ambos;2008;157;825.14;831.54;19027
430130;Arroio Grande;Ambos;2009;154;813.22;810.53;18937
430130;Arroio Grande;Ambos;2010;160;848.4;827.35;18859
430130;Arroio Grande;Ambos;2011;141;750.44;710.36;18789
430130;Arroio Grande;Ambos;2012;173;922.67;856.02;18750
430130;Arroio Grande;Ambos;2013;171;914.15;825.82;18706
430130;Arroio Grande;Ambos;2014;166;889.13;795.77;18670
430130;Arroio Grande;Ambos;2015;178;954.78;827.94;18643
430130;Arroio Grande;Ambos;2016;180;968.16;820.46;18592
430130;Arroio Grande;Ambos;2017;192;1036.38;866.65;18526
430130;Arroio Grande;Ambos;2018;202;1094.38;886.01;18458
430130;Arroio Grande;Ambos;2019;166;902.96;714.94;18384
430130;Arroio Grande;Ambos;2020;165;901;702.51;18313
430130;Arroio Grande;Ambos;2021;235;1291.35;968.03;18198
430130;Arroio Grande;Ambos;2022;189;1045.76;779.48;18073
430130;Arroio Grande;Ambos;2023;196;1091.62;809.38;17955
430130;Arroio Grande;Ambos;2024;204;1140.49;793.01;17887
430130;Arroio Grande;Ambos;2025;212;1185.75;820.82;17879
430130;Arroio Grande;Homens;2000;90;918.18;1212.32;9802
430130;Arroio Grande;Homens;2001;61;622.26;727.92;9803
430130;Arroio Grande;Homens;2002;89;910.11;1112.05;9779
430130;Arroio Grande;Homens;2003;91;934.48;1125.87;9738
430130;Arroio Grande;Homens;2004;85;876.92;1024.69;9693
430130;Arroio Grande;Homens;2005;101;1047.61;1225.01;9641
430130;Arroio Grande;Homens;2006;94;978.96;1116.33;9602
430130;Arroio Grande;Homens;2007;74;775.11;858.79;9547
430130;Arroio Grande;Homens;2008;76;801.01;871.16;9488
430130;Arroio Grande;Homens;2009;96;1018.35;1082.59;9427
430130;Arroio Grande;Homens;2010;91;970.67;1004.53;9375
430130;Arroio Grande;Homens;2011;82;878.51;904.62;9334
430130;Arroio Grande;Homens;2012;88;945.32;958.17;9309
430130;Arroio Grande;Homens;2013;96;1034.26;1024.96;9282
430130;Arroio Grande;Homens;2014;99;1068.54;1033.68;9265
430130;Arroio Grande;Homens;2015;104;1125.42;1065.41;9241
430130;Arroio Grande;Homens;2016;97;1052.17;973.56;9219
430130;Arroio Grande;Homens;2017;110;1198.13;1099.08;9181
430130;Arroio Grande;Homens;2018;112;1224.85;1089.15;9144
430130;Arroio Grande;Homens;2019;107;1174.66;985.87;9109
430130;Arroio Grande;Homens;2020;97;1069.22;902.97;9072
430130;Arroio Grande;Homens;2021;133;1474.83;1195.94;9018
430130;Arroio Grande;Homens;2022;98;1095.95;870.56;8942
430130;Arroio Grande;Homens;2023;92;1035.34;846.11;8886
430130;Arroio Grande;Homens;2024;128;1446.82;1081.42;8847
430130;Arroio Grande;Homens;2025;106;1200.45;894.45;8830
430130;Arroio Grande;Mulheres;2000;64;670.44;724.54;9546
430130;Arroio Grande;Mulheres;2001;55;574.53;611.34;9573
430130;Arroio Grande;Mulheres;2002;62;646.91;672.02;9584
430130;Arroio Grande;Mulheres;2003;56;584.06;611.52;9588
430130;Arroio Grande;Mulheres;2004;75;782.39;786.72;9586
430130;Arroio Grande;Mulheres;2005;64;667.92;666.01;9582
430130;Arroio Grande;Mulheres;2006;72;752.19;716.84;9572
430130;Arroio Grande;Mulheres;2007;67;701.28;668.48;9554
430130;Arroio Grande;Mulheres;2008;81;849.15;777.67;9539
430130;Arroio Grande;Mulheres;2009;58;609.88;567.25;9510
430130;Arroio Grande;Mulheres;2010;69;727.54;662.08;9484
430130;Arroio Grande;Mulheres;2011;59;624.01;533.27;9455
430130;Arroio Grande;Mulheres;2012;85;900.33;778.96;9441
430130;Arroio Grande;Mulheres;2013;75;795.84;688.79;9424
430130;Arroio Grande;Mulheres;2014;67;712.39;595.45;9405
430130;Arroio Grande;Mulheres;2015;74;787.07;621.53;9402
430130;Arroio Grande;Mulheres;2016;83;885.52;691.48;9373
430130;Arroio Grande;Mulheres;2017;82;877.47;654;9345
430130;Arroio Grande;Mulheres;2018;90;966.29;710.16;9314
430130;Arroio Grande;Mulheres;2019;59;636.12;466.3;9275
430130;Arroio Grande;Mulheres;2020;68;735.85;526.73;9241
430130;Arroio Grande;Mulheres;2021;102;1111.11;765.41;9180
430130;Arroio Grande;Mulheres;2022;91;996.6;692.47;9131
430130;Arroio Grande;Mulheres;2023;104;1146.76;766.27;9069
430130;Arroio Grande;Mulheres;2024;76;840.71;536.74;9040
430130;Arroio Grande;Mulheres;2025;106;1171.4;752.07;9049
430140;Arvorezinha;Ambos;2000;63;614.69;813.45;10249
430140;Arvorezinha;Ambos;2001;64;622.2;823.43;10286
430140;Arvorezinha;Ambos;2002;73;707.16;915.45;10323
430140;Arvorezinha;Ambos;2003;63;609.4;765.57;10338
430140;Arvorezinha;Ambos;2004;53;510.99;605.74;10372
430140;Arvorezinha;Ambos;2005;59;568.89;641.62;10371
430140;Arvorezinha;Ambos;2006;54;520.83;596.04;10368
430140;Arvorezinha;Ambos;2007;67;646.66;720.27;10361
430140;Arvorezinha;Ambos;2008;49;473.38;500.11;10351
430140;Arvorezinha;Ambos;2009;75;726.11;754.09;10329
430140;Arvorezinha;Ambos;2010;52;503.78;519.83;10322
430140;Arvorezinha;Ambos;2011;61;591.2;579.85;10318
430140;Arvorezinha;Ambos;2012;68;657.89;633.21;10336
430140;Arvorezinha;Ambos;2013;70;674.76;633.64;10374
430140;Arvorezinha;Ambos;2014;77;740.38;670.14;10400
430140;Arvorezinha;Ambos;2015;69;661.68;589.31;10428
430140;Arvorezinha;Ambos;2016;76;726.99;607.66;10454
430140;Arvorezinha;Ambos;2017;64;610.92;516.12;10476
430140;Arvorezinha;Ambos;2018;88;838.41;689.62;10496
430140;Arvorezinha;Ambos;2019;82;778.8;624.34;10529
430140;Arvorezinha;Ambos;2020;89;843.44;631.97;10552
430140;Arvorezinha;Ambos;2021;101;956.53;720.27;10559
430140;Arvorezinha;Ambos;2022;108;1023.99;773.24;10547
430140;Arvorezinha;Ambos;2023;90;853.89;615.31;10540
430140;Arvorezinha;Ambos;2024;105;995.73;669.82;10545
430140;Arvorezinha;Ambos;2025;96;910.21;628.7;10547
430140;Arvorezinha;Homens;2000;36;700.39;978.67;5140
430140;Arvorezinha;Homens;2001;36;698.49;1056.65;5154
430140;Arvorezinha;Homens;2002;37;714.7;989.89;5177
430140;Arvorezinha;Homens;2003;38;732.6;1013.85;5187
430140;Arvorezinha;Homens;2004;31;595.24;758.53;5208
430140;Arvorezinha;Homens;2005;36;690.98;841.03;5210
430140;Arvorezinha;Homens;2006;31;595.12;733.33;5209
430140;Arvorezinha;Homens;2007;35;672.43;787.19;5205
430140;Arvorezinha;Homens;2008;31;595.81;670.48;5203
430140;Arvorezinha;Homens;2009;43;828.84;976.73;5188
430140;Arvorezinha;Homens;2010;27;520.53;582.36;5187
430140;Arvorezinha;Homens;2011;32;617.52;685.23;5182
430140;Arvorezinha;Homens;2012;41;790.44;833.01;5187
430140;Arvorezinha;Homens;2013;43;826.92;852.2;5200
430140;Arvorezinha;Homens;2014;41;785.89;773.95;5217
430140;Arvorezinha;Homens;2015;43;822.34;820.15;5229
430140;Arvorezinha;Homens;2016;47;897.12;886.53;5239
430140;Arvorezinha;Homens;2017;39;743.42;692.38;5246
430140;Arvorezinha;Homens;2018;57;1083.44;991.23;5261
430140;Arvorezinha;Homens;2019;46;871.05;781.88;5281
430140;Arvorezinha;Homens;2020;41;774.32;659.84;5295
430140;Arvorezinha;Homens;2021;55;1037.54;875.09;5301
430140;Arvorezinha;Homens;2022;54;1020.02;872.5;5294
430140;Arvorezinha;Homens;2023;48;907.2;732.83;5291
430140;Arvorezinha;Homens;2024;63;1190.25;923.07;5293
430140;Arvorezinha;Homens;2025;51;963.54;754.74;5293
430140;Arvorezinha;Mulheres;2000;27;528.48;653.33;5109
430140;Arvorezinha;Mulheres;2001;28;545.6;633.66;5132
430140;Arvorezinha;Mulheres;2002;36;699.57;828.94;5146
430140;Arvorezinha;Mulheres;2003;25;485.34;553.99;5151
430140;Arvorezinha;Mulheres;2004;22;426.03;466.14;5164
430140;Arvorezinha;Mulheres;2005;23;445.65;463.65;5161
430140;Arvorezinha;Mulheres;2006;23;445.82;472.1;5159
430140;Arvorezinha;Mulheres;2007;32;620.64;619.08;5156
430140;Arvorezinha;Mulheres;2008;18;349.65;332.89;5148
430140;Arvorezinha;Mulheres;2009;32;622.45;579.81;5141
430140;Arvorezinha;Mulheres;2010;25;486.85;450.31;5135
430140;Arvorezinha;Mulheres;2011;29;564.64;501.24;5136
430140;Arvorezinha;Mulheres;2012;27;524.37;437.5;5149
430140;Arvorezinha;Mulheres;2013;27;521.84;445.17;5174
430140;Arvorezinha;Mulheres;2014;36;694.58;550.06;5183
430140;Arvorezinha;Mulheres;2015;26;500.1;383.39;5199
430140;Arvorezinha;Mulheres;2016;29;556.09;413.26;5215
430140;Arvorezinha;Mulheres;2017;25;478.01;368.87;5230
430140;Arvorezinha;Mulheres;2018;31;592.17;434.69;5235
430140;Arvorezinha;Mulheres;2019;36;685.98;488.78;5248
430140;Arvorezinha;Mulheres;2020;48;913.07;576.52;5257
430140;Arvorezinha;Mulheres;2021;46;874.86;582.24;5258
430140;Arvorezinha;Mulheres;2022;54;1027.98;697.01;5253
430140;Arvorezinha;Mulheres;2023;42;800.15;529.17;5249
430140;Arvorezinha;Mulheres;2024;42;799.7;458.28;5252
430140;Arvorezinha;Mulheres;2025;45;856.49;498.05;5254
430150;Augusto Pestana;Ambos;2000;62;790.51;747.21;7843
430150;Augusto Pestana;Ambos;2001;60;767.85;706.18;7814
430150;Augusto Pestana;Ambos;2002;51;656.54;608.58;7768
430150;Augusto Pestana;Ambos;2003;65;843.06;756.16;7710
430150;Augusto Pestana;Ambos;2004;68;888.77;776.45;7651
430150;Augusto Pestana;Ambos;2005;58;764.47;637.79;7587
430150;Augusto Pestana;Ambos;2006;67;891.31;710.24;7517
430150;Augusto Pestana;Ambos;2007;61;819.78;629.78;7441
430150;Augusto Pestana;Ambos;2008;76;1030.79;758.15;7373
430150;Augusto Pestana;Ambos;2009;52;711.45;514.14;7309
430150;Augusto Pestana;Ambos;2010;70;966.18;678.38;7245
430150;Augusto Pestana;Ambos;2011;57;790.13;535.44;7214
430150;Augusto Pestana;Ambos;2012;61;847.93;583.07;7194
430150;Augusto Pestana;Ambos;2013;72;998.89;659.4;7208
430150;Augusto Pestana;Ambos;2014;70;968.99;615.58;7224
430150;Augusto Pestana;Ambos;2015;75;1036.91;650.55;7233
430150;Augusto Pestana;Ambos;2016;58;800.11;519.85;7249
430150;Augusto Pestana;Ambos;2017;79;1089.5;694.91;7251
430150;Augusto Pestana;Ambos;2018;72;991.19;592.63;7264
430150;Augusto Pestana;Ambos;2019;65;891.14;486.32;7294
430150;Augusto Pestana;Ambos;2020;61;832.65;476.85;7326
430150;Augusto Pestana;Ambos;2021;100;1363.51;925.07;7334
430150;Augusto Pestana;Ambos;2022;75;1024.59;565.91;7320
430150;Augusto Pestana;Ambos;2023;80;1095.29;636.47;7304
430150;Augusto Pestana;Ambos;2024;86;1177.76;653.9;7302
430150;Augusto Pestana;Ambos;2025;33;451.87;249.62;7303
430150;Augusto Pestana;Homens;2000;33;850.3;879.42;3881
430150;Augusto Pestana;Homens;2001;37;956.81;978.58;3867
430150;Augusto Pestana;Homens;2002;30;781.25;802.6;3840
430150;Augusto Pestana;Homens;2003;34;892.86;877.1;3808
430150;Augusto Pestana;Homens;2004;40;1058.2;1044.82;3780
430150;Augusto Pestana;Homens;2005;38;1014.69;997.15;3745
430150;Augusto Pestana;Homens;2006;35;944.16;877.58;3707
430150;Augusto Pestana;Homens;2007;33;900.16;824.64;3666
430150;Augusto Pestana;Homens;2008;41;1130.41;988.22;3627
430150;Augusto Pestana;Homens;2009;25;695.22;589.92;3596
430150;Augusto Pestana;Homens;2010;43;1208.2;998.26;3559
430150;Augusto Pestana;Homens;2011;34;959.91;784.44;3542
430150;Augusto Pestana;Homens;2012;34;962.35;782.68;3533
430150;Augusto Pestana;Homens;2013;36;1018.39;795.03;3535
430150;Augusto Pestana;Homens;2014;35;986.47;711.36;3548
430150;Augusto Pestana;Homens;2015;37;1041.08;748.36;3554
430150;Augusto Pestana;Homens;2016;31;871.03;666.88;3559
430150;Augusto Pestana;Homens;2017;42;1179.44;812.58;3561
430150;Augusto Pestana;Homens;2018;34;952.38;686.86;3570
430150;Augusto Pestana;Homens;2019;29;808.7;501.83;3586
430150;Augusto Pestana;Homens;2020;34;943.4;581.22;3604
430150;Augusto Pestana;Homens;2021;61;1689.75;1264.79;3610
430150;Augusto Pestana;Homens;2022;43;1190.81;764.82;3611
430150;Augusto Pestana;Homens;2023;44;1221.88;786.33;3601
430150;Augusto Pestana;Homens;2024;46;1277.78;821.8;3600
430150;Augusto Pestana;Homens;2025;19;527.05;347.69;3605
430150;Augusto Pestana;Mulheres;2000;29;731.95;612.25;3962
430150;Augusto Pestana;Mulheres;2001;23;582.72;479.51;3947
430150;Augusto Pestana;Mulheres;2002;21;534.62;408.19;3928
430150;Augusto Pestana;Mulheres;2003;31;794.46;623.41;3902
430150;Augusto Pestana;Mulheres;2004;28;723.33;559.89;3871
430150;Augusto Pestana;Mulheres;2005;20;520.56;338.86;3842
430150;Augusto Pestana;Mulheres;2006;32;839.9;572.03;3810
430150;Augusto Pestana;Mulheres;2007;28;741.72;473.17;3775
430150;Augusto Pestana;Mulheres;2008;35;934.33;592.24;3746
430150;Augusto Pestana;Mulheres;2009;27;727.17;427.34;3713
430150;Augusto Pestana;Mulheres;2010;27;732.5;420.39;3686
430150;Augusto Pestana;Mulheres;2011;23;626.36;338.61;3672
430150;Augusto Pestana;Mulheres;2012;27;737.5;394.29;3661
430150;Augusto Pestana;Mulheres;2013;36;980.13;521.81;3673
430150;Augusto Pestana;Mulheres;2014;35;952.12;518.35;3676
430150;Augusto Pestana;Mulheres;2015;38;1032.89;558.83;3679
430150;Augusto Pestana;Mulheres;2016;27;731.71;385.3;3690
430150;Augusto Pestana;Mulheres;2017;37;1002.71;606.06;3690
430150;Augusto Pestana;Mulheres;2018;38;1028.7;478.23;3694
430150;Augusto Pestana;Mulheres;2019;36;970.87;470.51;3708
430150;Augusto Pestana;Mulheres;2020;27;725.42;394.29;3722
430150;Augusto Pestana;Mulheres;2021;39;1047.26;596.68;3724
430150;Augusto Pestana;Mulheres;2022;32;862.77;388.25;3709
430150;Augusto Pestana;Mulheres;2023;36;972.18;500.65;3703
430150;Augusto Pestana;Mulheres;2024;40;1080.5;504.47;3702
430150;Augusto Pestana;Mulheres;2025;14;378.58;157.56;3698
430155;Áurea;Ambos;2000;21;535.44;569.68;3922
430155;Áurea;Ambos;2001;25;637.92;654.25;3919
430155;Áurea;Ambos;2002;26;664.79;740.77;3911
430155;Áurea;Ambos;2003;40;1024.59;1009.69;3904
430155;Áurea;Ambos;2004;33;848.77;845.38;3888
430155;Áurea;Ambos;2005;19;490.32;460.24;3875
430155;Áurea;Ambos;2006;21;543.9;504.5;3861
430155;Áurea;Ambos;2007;31;809.82;695.82;3828
430155;Áurea;Ambos;2008;28;737.81;621.88;3795
430155;Áurea;Ambos;2009;28;740.74;622.74;3780
430155;Áurea;Ambos;2010;35;930.85;724.04;3760
430155;Áurea;Ambos;2011;31;830.88;652.04;3731
430155;Áurea;Ambos;2012;31;836.93;608.55;3704
430155;Áurea;Ambos;2013;46;1247.63;913.02;3687
430155;Áurea;Ambos;2014;36;981.46;744.15;3668
430155;Áurea;Ambos;2015;40;1095.89;723.39;3650
430155;Áurea;Ambos;2016;36;991.46;722.47;3631
430155;Áurea;Ambos;2017;28;774.76;546.49;3614
430155;Áurea;Ambos;2018;39;1083.94;761.16;3598
430155;Áurea;Ambos;2019;36;1005.87;629.47;3579
430155;Áurea;Ambos;2020;34;955.86;597.93;3557
430155;Áurea;Ambos;2021;42;1185.44;775.29;3543
430155;Áurea;Ambos;2022;20;570.13;343.11;3508
430155;Áurea;Ambos;2023;47;1358.38;803.2;3460
430155;Áurea;Ambos;2024;34;982.66;596.8;3460
430155;Áurea;Ambos;2025;37;1069.98;580.8;3458
430155;Áurea;Homens;2000;14;704.23;807.32;1988
430155;Áurea;Homens;2001;17;859.02;964.1;1979
430155;Áurea;Homens;2002;15;761.81;977.47;1969
430155;Áurea;Homens;2003;26;1324.5;1549.05;1963
430155;Áurea;Homens;2004;22;1129.94;1342.6;1947
430155;Áurea;Homens;2005;8;413.65;556.46;1934
430155;Áurea;Homens;2006;13;676.73;746.59;1921
430155;Áurea;Homens;2007;19;998.42;1005.88;1903
430155;Áurea;Homens;2008;18;956.43;1004.37;1882
430155;Áurea;Homens;2009;19;1017.13;1055.71;1868
430155;Áurea;Homens;2010;15;808.19;802.06;1856
430155;Áurea;Homens;2011;17;923.91;856.51;1840
430155;Áurea;Homens;2012;15;821.47;763.81;1826
430155;Áurea;Homens;2013;20;1099.51;979.97;1819
430155;Áurea;Homens;2014;21;1155.75;1054.89;1817
430155;Áurea;Homens;2015;18;994.48;898.12;1810
430155;Áurea;Homens;2016;26;1444.44;1235.69;1800
430155;Áurea;Homens;2017;16;891.36;758.6;1795
430155;Áurea;Homens;2018;24;1342.28;1174.65;1788
430155;Áurea;Homens;2019;19;1063.83;774.01;1786
430155;Áurea;Homens;2020;11;619.37;504.77;1776
430155;Áurea;Homens;2021;26;1466.44;1129.43;1773
430155;Áurea;Homens;2022;11;626.07;433.6;1757
430155;Áurea;Homens;2023;29;1670.51;1167.72;1736
430155;Áurea;Homens;2024;17;979.83;703.32;1735
430155;Áurea;Homens;2025;17;979.26;581.2;1736
430155;Áurea;Mulheres;2000;7;361.94;331.92;1934
430155;Áurea;Mulheres;2001;8;412.37;381.09;1940
430155;Áurea;Mulheres;2002;11;566.43;568.4;1942
430155;Áurea;Mulheres;2003;14;721.28;625.28;1941
430155;Áurea;Mulheres;2004;11;566.72;435.75;1941
430155;Áurea;Mulheres;2005;11;566.72;472.01;1941
430155;Áurea;Mulheres;2006;8;412.37;337.85;1940
430155;Áurea;Mulheres;2007;12;623.38;464.94;1925
430155;Áurea;Mulheres;2008;10;522.74;387.28;1913
430155;Áurea;Mulheres;2009;9;470.71;328.33;1912
430155;Áurea;Mulheres;2010;20;1050.42;572.85;1904
430155;Áurea;Mulheres;2011;14;740.35;477.59;1891
430155;Áurea;Mulheres;2012;16;851.97;504.08;1878
430155;Áurea;Mulheres;2013;26;1391.86;807.56;1868
430155;Áurea;Mulheres;2014;15;810.37;509.09;1851
430155;Áurea;Mulheres;2015;22;1195.65;599.08;1840
430155;Áurea;Mulheres;2016;10;546.15;355.45;1831
430155;Áurea;Mulheres;2017;12;659.7;377.98;1819
430155;Áurea;Mulheres;2018;15;828.73;475.3;1810
430155;Áurea;Mulheres;2019;17;948.13;527.95;1793
430155;Áurea;Mulheres;2020;23;1291.41;638.91;1781
430155;Áurea;Mulheres;2021;16;903.95;520.21;1770
430155;Áurea;Mulheres;2022;9;513.99;313.19;1751
430155;Áurea;Mulheres;2023;18;1044.08;493;1724
430155;Áurea;Mulheres;2024;17;985.51;477.44;1725
430155;Áurea;Mulheres;2025;20;1161.44;564.06;1722
430160;Bagé;Ambos;2000;970;838.62;990.19;115666
430160;Bagé;Ambos;2001;973;836.12;971.25;116371
430160;Bagé;Ambos;2002;989;845.75;973.41;116937
430160;Bagé;Ambos;2003;1015;864.51;980.29;117408
430160;Bagé;Ambos;2004;949;805.58;903.98;117803
430160;Bagé;Ambos;2005;932;788.77;872.92;118159
430160;Bagé;Ambos;2006;966;815.34;885.81;118478
430160;Bagé;Ambos;2007;952;802;859.68;118703
430160;Bagé;Ambos;2008;988;831.29;875.51;118852
430160;Bagé;Ambos;2009;1035;869.89;896.84;118981
430160;Bagé;Ambos;2010;1053;884.49;898.96;119052
430160;Bagé;Ambos;2011;1024;859.28;854.62;119169
430160;Bagé;Ambos;2012;986;825.37;806.53;119462
430160;Bagé;Ambos;2013;995;830.32;792.6;119834
430160;Bagé;Ambos;2014;1015;844.26;793.63;120223
430160;Bagé;Ambos;2015;1054;873.73;802.5;120632
430160;Bagé;Ambos;2016;1081;893.61;806.36;120970
430160;Bagé;Ambos;2017;1143;942.66;832.69;121253
430160;Bagé;Ambos;2018;1177;968.68;841.43;121505
430160;Bagé;Ambos;2019;1137;933.81;799.77;121759
430160;Bagé;Ambos;2020;1133;928.57;778.21;122015
430160;Bagé;Ambos;2021;1496;1225.72;1021.93;122051
430160;Bagé;Ambos;2022;1309;1073.53;876.95;121934
430160;Bagé;Ambos;2023;1156;948.33;760.48;121898
430160;Bagé;Ambos;2024;1257;1031.17;818.14;121900
430160;Bagé;Ambos;2025;1252;1026.84;793.67;121928
430160;Bagé;Homens;2000;523;948.19;1265.02;55158
430160;Bagé;Homens;2001;534;962.28;1279.4;55493
430160;Bagé;Homens;2002;521;934.24;1228.29;55767
430160;Bagé;Homens;2003;559;998.18;1312.53;56002
430160;Bagé;Homens;2004;500;889.65;1141.41;56202
430160;Bagé;Homens;2005;518;918.75;1181.94;56381
430160;Bagé;Homens;2006;503;889.46;1127.11;56551
430160;Bagé;Homens;2007;496;875.13;1100.99;56677
430160;Bagé;Homens;2008;506;891.41;1095.36;56764
430160;Bagé;Homens;2009;546;960.64;1156.4;56837
430160;Bagé;Homens;2010;525;923.06;1102.57;56876
430160;Bagé;Homens;2011;510;896.03;1052.82;56918
430160;Bagé;Homens;2012;535;937.76;1073.29;57051
430160;Bagé;Homens;2013;500;873.9;983.12;57215
430160;Bagé;Homens;2014;521;907.82;999.84;57390
430160;Bagé;Homens;2015;538;934.45;1012.09;57574
430160;Bagé;Homens;2016;554;959.79;1013.85;57721
430160;Bagé;Homens;2017;597;1032.05;1067.38;57846
430160;Bagé;Homens;2018;603;1040.57;1053.57;57949
430160;Bagé;Homens;2019;600;1033.34;1025.06;58064
430160;Bagé;Homens;2020;585;1005.53;981.79;58178
430160;Bagé;Homens;2021;754;1295.96;1244.56;58181
430160;Bagé;Homens;2022;685;1178.84;1124.34;58108
430160;Bagé;Homens;2023;560;964.05;896.13;58088
430160;Bagé;Homens;2024;620;1067.53;982.05;58078
430160;Bagé;Homens;2025;627;1079.27;966.27;58095
430160;Bagé;Mulheres;2000;447;738.75;775.11;60508
430160;Bagé;Mulheres;2001;439;721.11;740.98;60878
430160;Bagé;Mulheres;2002;468;765.08;777.44;61170
430160;Bagé;Mulheres;2003;456;742.6;737.02;61406
430160;Bagé;Mulheres;2004;449;728.88;721.86;61601
430160;Bagé;Mulheres;2005;414;670.14;642.33;61778
430160;Bagé;Mulheres;2006;463;747.65;709.55;61927
430160;Bagé;Mulheres;2007;456;735.18;689.65;62026
430160;Bagé;Mulheres;2008;482;776.32;716.1;62088
430160;Bagé;Mulheres;2009;489;786.88;697.57;62144
430160;Bagé;Mulheres;2010;528;849.2;742.05;62176
430160;Bagé;Mulheres;2011;514;825.69;715.7;62251
430160;Bagé;Mulheres;2012;451;722.63;608.4;62411
430160;Bagé;Mulheres;2013;495;790.49;655.17;62619
430160;Bagé;Mulheres;2014;494;786.21;638.54;62833
430160;Bagé;Mulheres;2015;516;818.29;651.33;63058
430160;Bagé;Mulheres;2016;526;831.63;654.43;63249
430160;Bagé;Mulheres;2017;546;861.1;657.49;63407
430160;Bagé;Mulheres;2018;574;903.14;686.68;63556
430160;Bagé;Mulheres;2019;537;843.08;627.09;63695
430160;Bagé;Mulheres;2020;548;858.44;626.77;63837
430160;Bagé;Mulheres;2021;742;1161.73;854.29;63870
430160;Bagé;Mulheres;2022;623;976.09;692.77;63826
430160;Bagé;Mulheres;2023;596;934.02;650.75;63810
430160;Bagé;Mulheres;2024;636;996.52;693.17;63822
430160;Bagé;Mulheres;2025;625;979.12;663.26;63833
430163;Balneário Pinhal;Ambos;2000;33;449.35;579.29;7344
430163;Balneário Pinhal;Ambos;2001;46;605.18;826.66;7601
430163;Balneário Pinhal;Ambos;2002;58;735.11;932.74;7890
430163;Balneário Pinhal;Ambos;2003;43;523.43;577.96;8215
430163;Balneário Pinhal;Ambos;2004;50;583.91;733.63;8563
430163;Balneário Pinhal;Ambos;2005;60;673.63;766.94;8907
430163;Balneário Pinhal;Ambos;2006;62;670.71;733.2;9244
430163;Balneário Pinhal;Ambos;2007;91;949.1;1020.14;9588
430163;Balneário Pinhal;Ambos;2008;71;715.15;782.72;9928
430163;Balneário Pinhal;Ambos;2009;94;914.31;939.46;10281
430163;Balneário Pinhal;Ambos;2010;63;593.84;607.14;10609
430163;Balneário Pinhal;Ambos;2011;72;660.25;638.9;10905
430163;Balneário Pinhal;Ambos;2012;102;910.15;837.2;11207
430163;Balneário Pinhal;Ambos;2013;94;815.41;747.41;11528
430163;Balneário Pinhal;Ambos;2014;87;732.88;647.25;11871
430163;Balneário Pinhal;Ambos;2015;135;1102.22;913.53;12248
430163;Balneário Pinhal;Ambos;2016;108;855.65;695.84;12622
430163;Balneário Pinhal;Ambos;2017;127;977.45;788.96;12993
430163;Balneário Pinhal;Ambos;2018;114;853.49;707.33;13357
430163;Balneário Pinhal;Ambos;2019;134;976.18;715.03;13727
430163;Balneário Pinhal;Ambos;2020;120;850.88;615.11;14103
430163;Balneário Pinhal;Ambos;2021;166;1148.15;777.14;14458
430163;Balneário Pinhal;Ambos;2022;164;1109.91;791.89;14776
430163;Balneário Pinhal;Ambos;2023;143;949.79;626.47;15056
430163;Balneário Pinhal;Ambos;2024;198;1288.14;879.34;15371
430163;Balneário Pinhal;Ambos;2025;137;888.86;581.39;15413
430163;Balneário Pinhal;Homens;2000;17;464.23;568.52;3662
430163;Balneário Pinhal;Homens;2001;34;899;1143.76;3782
430163;Balneário Pinhal;Homens;2002;30;763.75;890.67;3928
430163;Balneário Pinhal;Homens;2003;23;562.48;587.59;4089
430163;Balneário Pinhal;Homens;2004;33;774.65;934.79;4260
430163;Balneário Pinhal;Homens;2005;36;813.74;875.43;4424
430163;Balneário Pinhal;Homens;2006;43;938.05;1003.32;4584
430163;Balneário Pinhal;Homens;2007;53;1117.44;1233.36;4743
430163;Balneário Pinhal;Homens;2008;56;1142.86;1292.16;4900
430163;Balneário Pinhal;Homens;2009;60;1184.37;1220.14;5066
430163;Balneário Pinhal;Homens;2010;35;669.98;711.4;5224
430163;Balneário Pinhal;Homens;2011;52;971.6;954.61;5352
430163;Balneário Pinhal;Homens;2012;56;1019.48;961.42;5493
430163;Balneário Pinhal;Homens;2013;54;956.94;874.9;5643
430163;Balneário Pinhal;Homens;2014;54;931.2;858.4;5799
430163;Balneário Pinhal;Homens;2015;80;1338.69;1146.68;5976
430163;Balneário Pinhal;Homens;2016;65;1057.25;883.49;6148
430163;Balneário Pinhal;Homens;2017;77;1219.32;1008.42;6315
430163;Balneário Pinhal;Homens;2018;59;910.21;795.22;6482
430163;Balneário Pinhal;Homens;2019;81;1217.5;928.97;6653
430163;Balneário Pinhal;Homens;2020;74;1084.73;780.01;6822
430163;Balneário Pinhal;Homens;2021;107;1533.17;1058.75;6979
430163;Balneário Pinhal;Homens;2022;104;1460.06;1096.91;7123
430163;Balneário Pinhal;Homens;2023;86;1187.03;814.74;7245
430163;Balneário Pinhal;Homens;2024;114;1543.04;1093.71;7388
430163;Balneário Pinhal;Homens;2025;79;1067.57;707.98;7400
430163;Balneário Pinhal;Mulheres;2000;15;407.39;526.44;3682
430163;Balneário Pinhal;Mulheres;2001;12;314.22;515.65;3819
430163;Balneário Pinhal;Mulheres;2002;28;706.71;953.73;3962
