Território;Nome do território;Sexo;Ano;Tipo de causa externa;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
431235;Montauri;Mulheres;2013;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2013;Agressão;0;0;0
431235;Montauri;Mulheres;2013;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2013;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2013;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2014;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2014;Agressão;0;0;0
431235;Montauri;Mulheres;2014;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2014;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2014;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2015;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2015;Agressão;0;0;0
431235;Montauri;Mulheres;2015;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2015;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2015;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2016;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2016;Agressão;0;0;0
431235;Montauri;Mulheres;2016;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2016;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2016;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2017;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2017;Agressão;0;0;0
431235;Montauri;Mulheres;2017;Causas acidentais;1;132.8;52.64
431235;Montauri;Mulheres;2017;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2017;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2018;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2018;Agressão;0;0;0
431235;Montauri;Mulheres;2018;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2018;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2018;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2019;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2019;Agressão;0;0;0
431235;Montauri;Mulheres;2019;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2019;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2019;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2020;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2020;Agressão;0;0;0
431235;Montauri;Mulheres;2020;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2020;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2020;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2021;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2021;Agressão;0;0;0
431235;Montauri;Mulheres;2021;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2021;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2021;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2022;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2022;Agressão;0;0;0
431235;Montauri;Mulheres;2022;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2022;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2022;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2023;Lesão de trânsito;1;134.41;216
431235;Montauri;Mulheres;2023;Agressão;0;0;0
431235;Montauri;Mulheres;2023;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2023;Lesão autoprovocada;1;141.04;158.75
431235;Montauri;Mulheres;2023;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2024;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2024;Agressão;0;0;0
431235;Montauri;Mulheres;2024;Causas acidentais;1;131.23;48.72
431235;Montauri;Mulheres;2024;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2024;Demais causas externas;0;0;0
431235;Montauri;Mulheres;2025;Lesão de trânsito;0;0;0
431235;Montauri;Mulheres;2025;Agressão;0;0;0
431235;Montauri;Mulheres;2025;Causas acidentais;0;0;0
431235;Montauri;Mulheres;2025;Lesão autoprovocada;0;0;0
431235;Montauri;Mulheres;2025;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2000;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2000;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2000;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2000;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2000;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2001;Lesão de trânsito;1;32.84;35.92
431237;Monte Alegre dos Campos;Ambos;2001;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2001;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2001;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2001;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2002;Lesão de trânsito;3;97.98;100.08
431237;Monte Alegre dos Campos;Ambos;2002;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2002;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2002;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2002;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2003;Lesão de trânsito;1;32.39;35.36
431237;Monte Alegre dos Campos;Ambos;2003;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2003;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2003;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2003;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2004;Lesão de trânsito;2;64.56;81.94
431237;Monte Alegre dos Campos;Ambos;2004;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2004;Causas acidentais;2;64.56;62.23
431237;Monte Alegre dos Campos;Ambos;2004;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2004;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2005;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2005;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2005;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2005;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2005;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2006;Lesão de trânsito;1;32.02;36.72
431237;Monte Alegre dos Campos;Ambos;2006;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2006;Causas acidentais;1;32.02;27.63
431237;Monte Alegre dos Campos;Ambos;2006;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2006;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2007;Lesão de trânsito;1;32.01;32.53
431237;Monte Alegre dos Campos;Ambos;2007;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2007;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2007;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2007;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2008;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2008;Agressão;2;64.14;73.79
431237;Monte Alegre dos Campos;Ambos;2008;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2008;Lesão autoprovocada;1;34.58;37.56
431237;Monte Alegre dos Campos;Ambos;2008;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2009;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2009;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2009;Causas acidentais;1;32.06;33.95
431237;Monte Alegre dos Campos;Ambos;2009;Lesão autoprovocada;1;34.36;45.92
431237;Monte Alegre dos Campos;Ambos;2009;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2010;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2010;Agressão;2;64.06;72.28
431237;Monte Alegre dos Campos;Ambos;2010;Causas acidentais;1;32.03;34.56
431237;Monte Alegre dos Campos;Ambos;2010;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2010;Demais causas externas;2;64.06;74.68
431237;Monte Alegre dos Campos;Ambos;2011;Lesão de trânsito;1;32.04;42.64
431237;Monte Alegre dos Campos;Ambos;2011;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2011;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2011;Lesão autoprovocada;1;34.09;28.74
431237;Monte Alegre dos Campos;Ambos;2011;Demais causas externas;1;32.04;0
431237;Monte Alegre dos Campos;Ambos;2012;Lesão de trânsito;2;63.86;53.17
431237;Monte Alegre dos Campos;Ambos;2012;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2012;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2012;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2012;Demais causas externas;1;31.93;26.08
431237;Monte Alegre dos Campos;Ambos;2013;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2013;Agressão;1;31.87;26.63
431237;Monte Alegre dos Campos;Ambos;2013;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2013;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2013;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2014;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2014;Agressão;1;31.71;44.55
431237;Monte Alegre dos Campos;Ambos;2014;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2014;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2014;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2015;Lesão de trânsito;1;31.63;41.76
431237;Monte Alegre dos Campos;Ambos;2015;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2015;Causas acidentais;1;31.63;27.35
431237;Monte Alegre dos Campos;Ambos;2015;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2015;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2016;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2016;Agressão;2;63.11;70.77
431237;Monte Alegre dos Campos;Ambos;2016;Causas acidentais;1;31.56;40.83
431237;Monte Alegre dos Campos;Ambos;2016;Lesão autoprovocada;1;33.76;32.04
431237;Monte Alegre dos Campos;Ambos;2016;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2017;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2017;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2017;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2017;Lesão autoprovocada;1;33.6;27.23
431237;Monte Alegre dos Campos;Ambos;2017;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2018;Lesão de trânsito;1;31.36;25.64
431237;Monte Alegre dos Campos;Ambos;2018;Agressão;1;31.36;23.87
431237;Monte Alegre dos Campos;Ambos;2018;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2018;Lesão autoprovocada;1;33.55;34.24
431237;Monte Alegre dos Campos;Ambos;2018;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2019;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2019;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2019;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2019;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2019;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2020;Lesão de trânsito;4;124.3;153.53
431237;Monte Alegre dos Campos;Ambos;2020;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2020;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2020;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2020;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2021;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2021;Agressão;2;61.84;66.9
431237;Monte Alegre dos Campos;Ambos;2021;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2021;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2021;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2022;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2022;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2022;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2022;Lesão autoprovocada;1;33;36.02
431237;Monte Alegre dos Campos;Ambos;2022;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2023;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2023;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2023;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2023;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2023;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2024;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2024;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2024;Causas acidentais;1;30.77;18.64
431237;Monte Alegre dos Campos;Ambos;2024;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Ambos;2024;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Ambos;2025;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Ambos;2025;Agressão;0;0;0
431237;Monte Alegre dos Campos;Ambos;2025;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Ambos;2025;Lesão autoprovocada;1;32.62;30.38
431237;Monte Alegre dos Campos;Ambos;2025;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2000;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2000;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2000;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2000;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2000;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2001;Lesão de trânsito;1;62.07;67.01
431237;Monte Alegre dos Campos;Homens;2001;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2001;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2001;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2001;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2002;Lesão de trânsito;2;123.15;113.76
431237;Monte Alegre dos Campos;Homens;2002;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2002;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2002;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2002;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2003;Lesão de trânsito;1;61.2;65.88
431237;Monte Alegre dos Campos;Homens;2003;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2003;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2003;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2003;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2004;Lesão de trânsito;2;121.95;162.81
431237;Monte Alegre dos Campos;Homens;2004;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2004;Causas acidentais;2;121.95;123.03
431237;Monte Alegre dos Campos;Homens;2004;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2004;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2005;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2005;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2005;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2005;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2005;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2006;Lesão de trânsito;1;60.24;62.87
431237;Monte Alegre dos Campos;Homens;2006;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2006;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2006;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2006;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2007;Lesão de trânsito;1;60.13;63.34
431237;Monte Alegre dos Campos;Homens;2007;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2007;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2007;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2007;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2008;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2008;Agressão;2;120.48;146
431237;Monte Alegre dos Campos;Homens;2008;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2008;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2008;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2009;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2009;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2009;Causas acidentais;1;60.24;63.7
431237;Monte Alegre dos Campos;Homens;2009;Lesão autoprovocada;1;64.52;94.97
431237;Monte Alegre dos Campos;Homens;2009;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2010;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2010;Agressão;2;119.98;137.17
431237;Monte Alegre dos Campos;Homens;2010;Causas acidentais;1;59.99;64.77
431237;Monte Alegre dos Campos;Homens;2010;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2010;Demais causas externas;2;119.98;144.82
431237;Monte Alegre dos Campos;Homens;2011;Lesão de trânsito;1;59.99;79.75
431237;Monte Alegre dos Campos;Homens;2011;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2011;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2011;Lesão autoprovocada;1;63.86;49.16
431237;Monte Alegre dos Campos;Homens;2011;Demais causas externas;1;59.99;0
431237;Monte Alegre dos Campos;Homens;2012;Lesão de trânsito;2;119.62;95.1
431237;Monte Alegre dos Campos;Homens;2012;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2012;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2012;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2012;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2013;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2013;Agressão;1;59.81;48.92
431237;Monte Alegre dos Campos;Homens;2013;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2013;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2013;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2014;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2014;Agressão;1;59.52;85.75
431237;Monte Alegre dos Campos;Homens;2014;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2014;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2014;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2015;Lesão de trânsito;1;59.42;78.1
431237;Monte Alegre dos Campos;Homens;2015;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2015;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2015;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2015;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2016;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2016;Agressão;1;59.52;81.23
431237;Monte Alegre dos Campos;Homens;2016;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2016;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2016;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2017;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2017;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2017;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2017;Lesão autoprovocada;1;63.37;53.22
431237;Monte Alegre dos Campos;Homens;2017;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2018;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2018;Agressão;1;59.31;45.21
431237;Monte Alegre dos Campos;Homens;2018;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2018;Lesão autoprovocada;1;63.37;61.64
431237;Monte Alegre dos Campos;Homens;2018;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2019;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2019;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2019;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2019;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2019;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2020;Lesão de trânsito;3;176.16;224.08
431237;Monte Alegre dos Campos;Homens;2020;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2020;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2020;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2020;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2021;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2021;Agressão;2;117.03;127.57
431237;Monte Alegre dos Campos;Homens;2021;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2021;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2021;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2022;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2022;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2022;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2022;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2022;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2023;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2023;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2023;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2023;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2023;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2024;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2024;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2024;Causas acidentais;1;58.38;34.67
431237;Monte Alegre dos Campos;Homens;2024;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Homens;2024;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Homens;2025;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Homens;2025;Agressão;0;0;0
431237;Monte Alegre dos Campos;Homens;2025;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Homens;2025;Lesão autoprovocada;1;61.92;55.52
431237;Monte Alegre dos Campos;Homens;2025;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2000;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2000;Agressão;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2000;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2000;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2000;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2001;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2001;Agressão;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2001;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2001;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2001;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2002;Lesão de trânsito;1;69.54;75.66
431237;Monte Alegre dos Campos;Mulheres;2002;Agressão;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2002;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2002;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2002;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2003;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2003;Agressão;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2003;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2003;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2003;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2004;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2004;Agressão;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2004;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2004;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2004;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2005;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2005;Agressão;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2005;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2005;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2005;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2006;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2006;Agressão;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2006;Causas acidentais;1;68.35;61.71
431237;Monte Alegre dos Campos;Mulheres;2006;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2006;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2007;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2007;Agressão;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2007;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2007;Lesão autoprovocada;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2007;Demais causas externas;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2008;Lesão de trânsito;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2008;Agressão;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2008;Causas acidentais;0;0;0
431237;Monte Alegre dos Campos;Mulheres;2008;Lesão autoprovocada;1;74.13;90.14
