Território;Nome do território;Sexo;Ano;Tipo de causa externa;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
430030;Alecrim;Homens;2019;Agressão;1;30.04;49.79
430030;Alecrim;Homens;2019;Causas acidentais;1;30.04;15.39
430030;Alecrim;Homens;2019;Lesão autoprovocada;1;31.57;29.89
430030;Alecrim;Homens;2019;Demais causas externas;0;0;0
430030;Alecrim;Homens;2020;Lesão de trânsito;1;30.19;16.91
430030;Alecrim;Homens;2020;Agressão;1;30.19;43.44
430030;Alecrim;Homens;2020;Causas acidentais;2;60.39;36.81
430030;Alecrim;Homens;2020;Lesão autoprovocada;3;95.18;126.63
430030;Alecrim;Homens;2020;Demais causas externas;1;30.19;16.91
430030;Alecrim;Homens;2021;Lesão de trânsito;1;30.51;21.27
430030;Alecrim;Homens;2021;Agressão;1;30.51;27.93
430030;Alecrim;Homens;2021;Causas acidentais;2;61.01;28.55
430030;Alecrim;Homens;2021;Lesão autoprovocada;0;0;0
430030;Alecrim;Homens;2021;Demais causas externas;0;0;0
430030;Alecrim;Homens;2022;Lesão de trânsito;0;0;0
430030;Alecrim;Homens;2022;Agressão;1;30.89;25.28
430030;Alecrim;Homens;2022;Causas acidentais;3;92.68;58.14
430030;Alecrim;Homens;2022;Lesão autoprovocada;4;129.53;153.36
430030;Alecrim;Homens;2022;Demais causas externas;1;30.89;48
430030;Alecrim;Homens;2023;Lesão de trânsito;0;0;0
430030;Alecrim;Homens;2023;Agressão;1;31.35;28.9
430030;Alecrim;Homens;2023;Causas acidentais;1;31.35;45.09
430030;Alecrim;Homens;2023;Lesão autoprovocada;1;32.78;13.03
430030;Alecrim;Homens;2023;Demais causas externas;0;0;0
430030;Alecrim;Homens;2024;Lesão de trânsito;0;0;0
430030;Alecrim;Homens;2024;Agressão;0;0;0
430030;Alecrim;Homens;2024;Causas acidentais;4;126.74;99.66
430030;Alecrim;Homens;2024;Lesão autoprovocada;1;33.01;31.75
430030;Alecrim;Homens;2024;Demais causas externas;1;31.69;12.02
430030;Alecrim;Homens;2025;Lesão de trânsito;1;31.72;47.93
430030;Alecrim;Homens;2025;Agressão;3;95.15;76.9
430030;Alecrim;Homens;2025;Causas acidentais;1;31.72;11.87
430030;Alecrim;Homens;2025;Lesão autoprovocada;0;0;0
430030;Alecrim;Homens;2025;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2000;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2000;Agressão;0;0;0
430030;Alecrim;Mulheres;2000;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2000;Lesão autoprovocada;1;25.03;25.03
430030;Alecrim;Mulheres;2000;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2001;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2001;Agressão;0;0;0
430030;Alecrim;Mulheres;2001;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2001;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2001;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2002;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2002;Agressão;0;0;0
430030;Alecrim;Mulheres;2002;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2002;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2002;Demais causas externas;1;23.9;25.37
430030;Alecrim;Mulheres;2003;Lesão de trânsito;1;24.27;24.49
430030;Alecrim;Mulheres;2003;Agressão;0;0;0
430030;Alecrim;Mulheres;2003;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2003;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2003;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2004;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2004;Agressão;0;0;0
430030;Alecrim;Mulheres;2004;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2004;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2004;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2005;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2005;Agressão;0;0;0
430030;Alecrim;Mulheres;2005;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2005;Lesão autoprovocada;1;26.57;23.54
430030;Alecrim;Mulheres;2005;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2006;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2006;Agressão;0;0;0
430030;Alecrim;Mulheres;2006;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2006;Lesão autoprovocada;1;26.95;28.84
430030;Alecrim;Mulheres;2006;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2007;Lesão de trânsito;2;51.89;53.6
430030;Alecrim;Mulheres;2007;Agressão;0;0;0
430030;Alecrim;Mulheres;2007;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2007;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2007;Demais causas externas;4;103.79;81.95
430030;Alecrim;Mulheres;2008;Lesão de trânsito;2;52.73;57.99
430030;Alecrim;Mulheres;2008;Agressão;0;0;0
430030;Alecrim;Mulheres;2008;Causas acidentais;1;26.36;35.48
430030;Alecrim;Mulheres;2008;Lesão autoprovocada;1;27.7;20.88
430030;Alecrim;Mulheres;2008;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2009;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2009;Agressão;0;0;0
430030;Alecrim;Mulheres;2009;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2009;Lesão autoprovocada;1;28.15;20.77
430030;Alecrim;Mulheres;2009;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2010;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2010;Agressão;0;0;0
430030;Alecrim;Mulheres;2010;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2010;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2010;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2011;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2011;Agressão;0;0;0
430030;Alecrim;Mulheres;2011;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2011;Lesão autoprovocada;1;28.79;25.33
430030;Alecrim;Mulheres;2011;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2012;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2012;Agressão;0;0;0
430030;Alecrim;Mulheres;2012;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2012;Lesão autoprovocada;1;29.14;25.98
430030;Alecrim;Mulheres;2012;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2013;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2013;Agressão;0;0;0
430030;Alecrim;Mulheres;2013;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2013;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2013;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2014;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2014;Agressão;0;0;0
430030;Alecrim;Mulheres;2014;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2014;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2014;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2015;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2015;Agressão;0;0;0
430030;Alecrim;Mulheres;2015;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2015;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2015;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2016;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2016;Agressão;0;0;0
430030;Alecrim;Mulheres;2016;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2016;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2016;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2017;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2017;Agressão;0;0;0
430030;Alecrim;Mulheres;2017;Causas acidentais;1;29.67;16.32
430030;Alecrim;Mulheres;2017;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2017;Demais causas externas;1;29.67;17.1
430030;Alecrim;Mulheres;2018;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2018;Agressão;0;0;0
430030;Alecrim;Mulheres;2018;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2018;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2018;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2019;Lesão de trânsito;1;30.46;15.37
430030;Alecrim;Mulheres;2019;Agressão;0;0;0
430030;Alecrim;Mulheres;2019;Causas acidentais;2;60.92;30.74
430030;Alecrim;Mulheres;2019;Lesão autoprovocada;1;31.76;18.3
430030;Alecrim;Mulheres;2019;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2020;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2020;Agressão;1;30.77;48.81
430030;Alecrim;Mulheres;2020;Causas acidentais;1;30.77;14.83
430030;Alecrim;Mulheres;2020;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2020;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2021;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2021;Agressão;0;0;0
430030;Alecrim;Mulheres;2021;Causas acidentais;0;0;0
430030;Alecrim;Mulheres;2021;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2021;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2022;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2022;Agressão;1;31.72;52.46
430030;Alecrim;Mulheres;2022;Causas acidentais;2;63.43;24.71
430030;Alecrim;Mulheres;2022;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2022;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2023;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2023;Agressão;0;0;0
430030;Alecrim;Mulheres;2023;Causas acidentais;2;64.43;23.93
430030;Alecrim;Mulheres;2023;Lesão autoprovocada;1;33.38;21.64
430030;Alecrim;Mulheres;2023;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2024;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2024;Agressão;0;0;0
430030;Alecrim;Mulheres;2024;Causas acidentais;1;32.55;12.61
430030;Alecrim;Mulheres;2024;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2024;Demais causas externas;0;0;0
430030;Alecrim;Mulheres;2025;Lesão de trânsito;0;0;0
430030;Alecrim;Mulheres;2025;Agressão;1;32.62;21.65
430030;Alecrim;Mulheres;2025;Causas acidentais;1;32.62;11.51
430030;Alecrim;Mulheres;2025;Lesão autoprovocada;0;0;0
430030;Alecrim;Mulheres;2025;Demais causas externas;0;0;0
430040;Alegrete;Ambos;2000;Lesão de trânsito;17;19.86;19.92
430040;Alegrete;Ambos;2000;Agressão;17;19.86;20.3
430040;Alegrete;Ambos;2000;Causas acidentais;16;18.69;20.76
430040;Alegrete;Ambos;2000;Lesão autoprovocada;9;11.5;14.03
430040;Alegrete;Ambos;2000;Demais causas externas;4;4.67;4.95
430040;Alegrete;Ambos;2001;Lesão de trânsito;8;9.37;9.71
430040;Alegrete;Ambos;2001;Agressão;19;22.26;22.17
430040;Alegrete;Ambos;2001;Causas acidentais;12;14.06;14.97
430040;Alegrete;Ambos;2001;Lesão autoprovocada;9;11.5;12.42
430040;Alegrete;Ambos;2001;Demais causas externas;3;3.51;3.01
430040;Alegrete;Ambos;2002;Lesão de trânsito;14;16.47;18.63
430040;Alegrete;Ambos;2002;Agressão;28;32.95;32.01
430040;Alegrete;Ambos;2002;Causas acidentais;17;20;21.23
430040;Alegrete;Ambos;2002;Lesão autoprovocada;6;7.68;8.44
430040;Alegrete;Ambos;2002;Demais causas externas;6;7.06;7.34
430040;Alegrete;Ambos;2003;Lesão de trânsito;11;13.03;13.03
430040;Alegrete;Ambos;2003;Agressão;15;17.76;18.4
430040;Alegrete;Ambos;2003;Causas acidentais;18;21.31;22.4
430040;Alegrete;Ambos;2003;Lesão autoprovocada;8;10.27;10.79
430040;Alegrete;Ambos;2003;Demais causas externas;6;7.1;8.02
430040;Alegrete;Ambos;2004;Lesão de trânsito;16;19.07;19.89
430040;Alegrete;Ambos;2004;Agressão;12;14.31;14.96
430040;Alegrete;Ambos;2004;Causas acidentais;12;14.31;14.48
430040;Alegrete;Ambos;2004;Lesão autoprovocada;3;3.87;3.5
430040;Alegrete;Ambos;2004;Demais causas externas;3;3.58;3.66
430040;Alegrete;Ambos;2005;Lesão de trânsito;19;22.81;23.52
430040;Alegrete;Ambos;2005;Agressão;17;20.41;19.95
430040;Alegrete;Ambos;2005;Causas acidentais;13;15.61;15.64
430040;Alegrete;Ambos;2005;Lesão autoprovocada;7;9.06;9.85
430040;Alegrete;Ambos;2005;Demais causas externas;3;3.6;4.2
430040;Alegrete;Ambos;2006;Lesão de trânsito;10;12.1;12.1
430040;Alegrete;Ambos;2006;Agressão;19;22.99;23.11
430040;Alegrete;Ambos;2006;Causas acidentais;4;4.84;4.64
430040;Alegrete;Ambos;2006;Lesão autoprovocada;4;5.2;5.57
430040;Alegrete;Ambos;2006;Demais causas externas;6;7.26;7.72
430040;Alegrete;Ambos;2007;Lesão de trânsito;11;13.42;13.92
430040;Alegrete;Ambos;2007;Agressão;11;13.42;13.75
430040;Alegrete;Ambos;2007;Causas acidentais;5;6.1;6.34
430040;Alegrete;Ambos;2007;Lesão autoprovocada;10;13.08;13.17
430040;Alegrete;Ambos;2007;Demais causas externas;8;9.76;10.59
430040;Alegrete;Ambos;2008;Lesão de trânsito;19;23.39;25.26
430040;Alegrete;Ambos;2008;Agressão;8;9.85;9.79
430040;Alegrete;Ambos;2008;Causas acidentais;9;11.08;11.15
430040;Alegrete;Ambos;2008;Lesão autoprovocada;9;11.85;12.03
430040;Alegrete;Ambos;2008;Demais causas externas;6;7.39;7.48
430040;Alegrete;Ambos;2009;Lesão de trânsito;18;22.34;23.3
430040;Alegrete;Ambos;2009;Agressão;7;8.69;8.43
430040;Alegrete;Ambos;2009;Causas acidentais;7;8.69;8.54
430040;Alegrete;Ambos;2009;Lesão autoprovocada;3;3.97;4.26
430040;Alegrete;Ambos;2009;Demais causas externas;10;12.41;10.94
430040;Alegrete;Ambos;2010;Lesão de trânsito;9;11.26;10.77
430040;Alegrete;Ambos;2010;Agressão;7;8.75;9.06
430040;Alegrete;Ambos;2010;Causas acidentais;13;16.26;15.61
430040;Alegrete;Ambos;2010;Lesão autoprovocada;5;6.66;6.42
430040;Alegrete;Ambos;2010;Demais causas externas;7;8.75;8.41
430040;Alegrete;Ambos;2011;Lesão de trânsito;11;13.84;13.04
430040;Alegrete;Ambos;2011;Agressão;10;12.59;13.24
430040;Alegrete;Ambos;2011;Causas acidentais;10;12.59;11.94
430040;Alegrete;Ambos;2011;Lesão autoprovocada;7;9.37;9.2
430040;Alegrete;Ambos;2011;Demais causas externas;0;0;0
430040;Alegrete;Ambos;2012;Lesão de trânsito;11;13.91;13.67
430040;Alegrete;Ambos;2012;Agressão;11;13.91;14.23
430040;Alegrete;Ambos;2012;Causas acidentais;15;18.97;17.54
430040;Alegrete;Ambos;2012;Lesão autoprovocada;4;5.38;5.53
430040;Alegrete;Ambos;2012;Demais causas externas;4;5.06;5.06
430040;Alegrete;Ambos;2013;Lesão de trânsito;9;11.42;11.24
430040;Alegrete;Ambos;2013;Agressão;12;15.23;15.33
430040;Alegrete;Ambos;2013;Causas acidentais;14;17.77;17.04
430040;Alegrete;Ambos;2013;Lesão autoprovocada;10;13.49;13.29
430040;Alegrete;Ambos;2013;Demais causas externas;2;2.54;2.66
430040;Alegrete;Ambos;2014;Lesão de trânsito;11;14.01;14.32
430040;Alegrete;Ambos;2014;Agressão;10;12.74;12.59
430040;Alegrete;Ambos;2014;Causas acidentais;13;16.56;15.38
430040;Alegrete;Ambos;2014;Lesão autoprovocada;5;6.77;6.45
430040;Alegrete;Ambos;2014;Demais causas externas;4;5.09;4.82
430040;Alegrete;Ambos;2015;Lesão de trânsito;10;12.78;12.12
430040;Alegrete;Ambos;2015;Agressão;9;11.51;12.13
430040;Alegrete;Ambos;2015;Causas acidentais;15;19.18;17.7
430040;Alegrete;Ambos;2015;Lesão autoprovocada;6;8.16;7.65
430040;Alegrete;Ambos;2015;Demais causas externas;3;3.84;3.39
430040;Alegrete;Ambos;2016;Lesão de trânsito;10;12.83;13.28
430040;Alegrete;Ambos;2016;Agressão;9;11.55;11.93
430040;Alegrete;Ambos;2016;Causas acidentais;12;15.4;13.88
430040;Alegrete;Ambos;2016;Lesão autoprovocada;9;12.3;12.38
430040;Alegrete;Ambos;2016;Demais causas externas;1;1.28;1.27
430040;Alegrete;Ambos;2017;Lesão de trânsito;15;19.34;19.9
430040;Alegrete;Ambos;2017;Agressão;24;30.94;31.29
430040;Alegrete;Ambos;2017;Causas acidentais;11;14.18;13.31
430040;Alegrete;Ambos;2017;Lesão autoprovocada;11;15.1;13.24
430040;Alegrete;Ambos;2017;Demais causas externas;2;2.58;2.05
430040;Alegrete;Ambos;2018;Lesão de trânsito;10;12.96;11.06
430040;Alegrete;Ambos;2018;Agressão;16;20.73;22.02
430040;Alegrete;Ambos;2018;Causas acidentais;13;16.84;14.92
430040;Alegrete;Ambos;2018;Lesão autoprovocada;8;11.03;9.64
430040;Alegrete;Ambos;2018;Demais causas externas;1;1.3;1.41
430040;Alegrete;Ambos;2019;Lesão de trânsito;11;14.32;14.01
430040;Alegrete;Ambos;2019;Agressão;6;7.81;8.62
430040;Alegrete;Ambos;2019;Causas acidentais;12;15.62;14.31
430040;Alegrete;Ambos;2019;Lesão autoprovocada;13;18.01;17.53
430040;Alegrete;Ambos;2019;Demais causas externas;0;0;0
430040;Alegrete;Ambos;2020;Lesão de trânsito;5;6.54;6.39
430040;Alegrete;Ambos;2020;Agressão;11;14.39;15.02
430040;Alegrete;Ambos;2020;Causas acidentais;11;14.39;12.93
430040;Alegrete;Ambos;2020;Lesão autoprovocada;8;11.12;9.3
430040;Alegrete;Ambos;2020;Demais causas externas;3;3.93;3.02
430040;Alegrete;Ambos;2021;Lesão de trânsito;7;9.22;9.95
430040;Alegrete;Ambos;2021;Agressão;15;19.76;21.96
430040;Alegrete;Ambos;2021;Causas acidentais;10;13.17;11.28
430040;Alegrete;Ambos;2021;Lesão autoprovocada;10;13.98;11.67
430040;Alegrete;Ambos;2021;Demais causas externas;0;0;0
430040;Alegrete;Ambos;2022;Lesão de trânsito;13;17.26;14.73
430040;Alegrete;Ambos;2022;Agressão;12;15.93;16.53
430040;Alegrete;Ambos;2022;Causas acidentais;5;6.64;4.93
430040;Alegrete;Ambos;2022;Lesão autoprovocada;8;11.25;10.83
430040;Alegrete;Ambos;2022;Demais causas externas;1;1.33;1.04
430040;Alegrete;Ambos;2023;Lesão de trânsito;10;13.37;11.22
430040;Alegrete;Ambos;2023;Agressão;13;17.38;17.92
430040;Alegrete;Ambos;2023;Causas acidentais;24;32.09;25.35
430040;Alegrete;Ambos;2023;Lesão autoprovocada;6;8.48;8.34
430040;Alegrete;Ambos;2023;Demais causas externas;3;4.01;0
430040;Alegrete;Ambos;2024;Lesão de trânsito;9;12.11;11.72
430040;Alegrete;Ambos;2024;Agressão;10;13.45;14.08
430040;Alegrete;Ambos;2024;Causas acidentais;16;21.53;17.28
430040;Alegrete;Ambos;2024;Lesão autoprovocada;6;8.52;9.81
430040;Alegrete;Ambos;2024;Demais causas externas;2;2.69;2.5
430040;Alegrete;Ambos;2025;Lesão de trânsito;5;6.73;6.58
430040;Alegrete;Ambos;2025;Agressão;6;8.08;8.32
430040;Alegrete;Ambos;2025;Causas acidentais;11;14.81;11.07
430040;Alegrete;Ambos;2025;Lesão autoprovocada;4;5.67;4.41
430040;Alegrete;Ambos;2025;Demais causas externas;1;1.35;1.28
430040;Alegrete;Homens;2000;Lesão de trânsito;16;37.76;39.84
430040;Alegrete;Homens;2000;Agressão;16;37.76;37.92
430040;Alegrete;Homens;2000;Causas acidentais;10;23.6;25.41
430040;Alegrete;Homens;2000;Lesão autoprovocada;7;18.12;22.73
430040;Alegrete;Homens;2000;Demais causas externas;3;7.08;8.22
430040;Alegrete;Homens;2001;Lesão de trânsito;4;9.47;10.95
430040;Alegrete;Homens;2001;Agressão;19;45;44.3
430040;Alegrete;Homens;2001;Causas acidentais;7;16.58;16.44
430040;Alegrete;Homens;2001;Lesão autoprovocada;9;23.32;25.27
430040;Alegrete;Homens;2001;Demais causas externas;3;7.1;5.95
430040;Alegrete;Homens;2002;Lesão de trânsito;12;28.57;33
430040;Alegrete;Homens;2002;Agressão;26;61.9;59.61
430040;Alegrete;Homens;2002;Causas acidentais;12;28.57;32.21
430040;Alegrete;Homens;2002;Lesão autoprovocada;4;10.39;11.91
430040;Alegrete;Homens;2002;Demais causas externas;6;14.28;14.79
430040;Alegrete;Homens;2003;Lesão de trânsito;9;21.58;22.76
430040;Alegrete;Homens;2003;Agressão;13;31.17;31.91
430040;Alegrete;Homens;2003;Causas acidentais;12;28.77;29.51
430040;Alegrete;Homens;2003;Lesão autoprovocada;8;20.86;22.79
430040;Alegrete;Homens;2003;Demais causas externas;6;14.39;16.25
430040;Alegrete;Homens;2004;Lesão de trânsito;11;26.58;28.11
430040;Alegrete;Homens;2004;Agressão;11;26.58;29.38
430040;Alegrete;Homens;2004;Causas acidentais;7;16.91;17.65
430040;Alegrete;Homens;2004;Lesão autoprovocada;3;7.86;6.89
430040;Alegrete;Homens;2004;Demais causas externas;2;4.83;4.29
430040;Alegrete;Homens;2005;Lesão de trânsito;14;34.1;35.69
430040;Alegrete;Homens;2005;Agressão;17;41.41;39.73
430040;Alegrete;Homens;2005;Causas acidentais;11;26.79;26.74
430040;Alegrete;Homens;2005;Lesão autoprovocada;4;10.53;12.03
430040;Alegrete;Homens;2005;Demais causas externas;1;2.44;2.99
430040;Alegrete;Homens;2006;Lesão de trânsito;9;22.12;22.86
430040;Alegrete;Homens;2006;Agressão;19;46.69;46.92
430040;Alegrete;Homens;2006;Causas acidentais;2;4.91;3.97
430040;Alegrete;Homens;2006;Lesão autoprovocada;4;10.59;11.28
430040;Alegrete;Homens;2006;Demais causas externas;6;14.74;16.24
430040;Alegrete;Homens;2007;Lesão de trânsito;11;27.29;28.71
430040;Alegrete;Homens;2007;Agressão;7;17.37;18.28
430040;Alegrete;Homens;2007;Causas acidentais;3;7.44;8.53
430040;Alegrete;Homens;2007;Lesão autoprovocada;9;24;24
430040;Alegrete;Homens;2007;Demais causas externas;4;9.92;12.35
430040;Alegrete;Homens;2008;Lesão de trânsito;15;37.6;40.42
430040;Alegrete;Homens;2008;Agressão;7;17.55;17.14
430040;Alegrete;Homens;2008;Causas acidentais;9;22.56;23.02
430040;Alegrete;Homens;2008;Lesão autoprovocada;7;18.8;21.26
430040;Alegrete;Homens;2008;Demais causas externas;5;12.53;12.95
430040;Alegrete;Homens;2009;Lesão de trânsito;16;40.48;42.5
430040;Alegrete;Homens;2009;Agressão;5;12.65;12.24
430040;Alegrete;Homens;2009;Causas acidentais;3;7.59;8.59
430040;Alegrete;Homens;2009;Lesão autoprovocada;2;5.41;6.19
430040;Alegrete;Homens;2009;Demais causas externas;7;17.71;14.48
430040;Alegrete;Homens;2010;Lesão de trânsito;8;20.42;19.23
430040;Alegrete;Homens;2010;Agressão;5;12.76;12.66
430040;Alegrete;Homens;2010;Causas acidentais;4;10.21;10.36
430040;Alegrete;Homens;2010;Lesão autoprovocada;5;13.61;15.06
430040;Alegrete;Homens;2010;Demais causas externas;5;12.76;13.59
430040;Alegrete;Homens;2011;Lesão de trânsito;11;28.27;27.06
430040;Alegrete;Homens;2011;Agressão;9;23.13;24.42
430040;Alegrete;Homens;2011;Causas acidentais;8;20.56;21.56
430040;Alegrete;Homens;2011;Lesão autoprovocada;5;13.69;14.02
430040;Alegrete;Homens;2011;Demais causas externas;0;0;0
430040;Alegrete;Homens;2012;Lesão de trânsito;9;23.25;22.97
430040;Alegrete;Homens;2012;Agressão;11;28.41;29.44
430040;Alegrete;Homens;2012;Causas acidentais;13;33.58;30.85
430040;Alegrete;Homens;2012;Lesão autoprovocada;4;11;11.72
430040;Alegrete;Homens;2012;Demais causas externas;3;7.75;7.96
430040;Alegrete;Homens;2013;Lesão de trânsito;7;18.15;18.08
430040;Alegrete;Homens;2013;Agressão;10;25.92;26.45
430040;Alegrete;Homens;2013;Causas acidentais;8;20.74;20.05
430040;Alegrete;Homens;2013;Lesão autoprovocada;7;19.33;19.46
430040;Alegrete;Homens;2013;Demais causas externas;2;5.18;5.52
430040;Alegrete;Homens;2014;Lesão de trânsito;7;18.21;18.22
430040;Alegrete;Homens;2014;Agressão;9;23.41;23.29
430040;Alegrete;Homens;2014;Causas acidentais;9;23.41;22.85
430040;Alegrete;Homens;2014;Lesão autoprovocada;2;5.54;5.7
430040;Alegrete;Homens;2014;Demais causas externas;3;7.8;7.75
430040;Alegrete;Homens;2015;Lesão de trânsito;8;20.89;20.47
430040;Alegrete;Homens;2015;Agressão;8;20.89;21.97
430040;Alegrete;Homens;2015;Causas acidentais;11;28.72;27.53
430040;Alegrete;Homens;2015;Lesão autoprovocada;5;13.93;13.29
430040;Alegrete;Homens;2015;Demais causas externas;2;5.22;5.09
430040;Alegrete;Homens;2016;Lesão de trânsito;8;20.97;21.42
430040;Alegrete;Homens;2016;Agressão;7;18.35;19.34
430040;Alegrete;Homens;2016;Causas acidentais;10;26.21;24.57
430040;Alegrete;Homens;2016;Lesão autoprovocada;6;16.79;17.42
430040;Alegrete;Homens;2016;Demais causas externas;0;0;0
430040;Alegrete;Homens;2017;Lesão de trânsito;8;21.07;21.82
430040;Alegrete;Homens;2017;Agressão;23;60.58;60.45
430040;Alegrete;Homens;2017;Causas acidentais;6;15.8;16.39
430040;Alegrete;Homens;2017;Lesão autoprovocada;11;30.93;28.89
430040;Alegrete;Homens;2017;Demais causas externas;1;2.63;2.24
430040;Alegrete;Homens;2018;Lesão de trânsito;6;15.88;13.43
430040;Alegrete;Homens;2018;Agressão;13;34.41;36.14
430040;Alegrete;Homens;2018;Causas acidentais;11;29.12;26.81
430040;Alegrete;Homens;2018;Lesão autoprovocada;7;19.77;17.99
430040;Alegrete;Homens;2018;Demais causas externas;1;2.65;2.83
430040;Alegrete;Homens;2019;Lesão de trânsito;10;26.61;27.32
430040;Alegrete;Homens;2019;Agressão;4;10.65;11.82
430040;Alegrete;Homens;2019;Causas acidentais;9;23.95;22.63
430040;Alegrete;Homens;2019;Lesão autoprovocada;12;34.05;32.68
430040;Alegrete;Homens;2019;Demais causas externas;0;0;0
430040;Alegrete;Homens;2020;Lesão de trânsito;3;8.03;8.01
430040;Alegrete;Homens;2020;Agressão;10;26.75;27.61
430040;Alegrete;Homens;2020;Causas acidentais;8;21.4;20.58
430040;Alegrete;Homens;2020;Lesão autoprovocada;7;19.93;17.44
430040;Alegrete;Homens;2020;Demais causas externas;3;8.03;6.35
430040;Alegrete;Homens;2021;Lesão de trânsito;7;18.87;20.15
430040;Alegrete;Homens;2021;Agressão;14;37.74;42.51
430040;Alegrete;Homens;2021;Causas acidentais;8;21.56;19.92
430040;Alegrete;Homens;2021;Lesão autoprovocada;9;25.77;22.19
430040;Alegrete;Homens;2021;Demais causas externas;0;0;0
430040;Alegrete;Homens;2022;Lesão de trânsito;12;32.62;28.79
430040;Alegrete;Homens;2022;Agressão;9;24.47;24.96
430040;Alegrete;Homens;2022;Causas acidentais;3;8.16;6.68
430040;Alegrete;Homens;2022;Lesão autoprovocada;8;23.06;21.9
